 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      22;    10773;SC   ;CO     ;   1416;   0.5;  0.5; 2000;     2
      22;    11770;SR   ;CO     ;    997;  -0.5; -0.5; 2002;    12
      23;     7038;SR   ;CO     ;   7038;   0.8;  0.8; 1990;    11
      23;     7902;UR   ;EV     ;    864;   0.3;  0.3; 1993;     8
      23;    11578;SR   ;EV     ;   3676;  -0.1; -0.1; 2004;    10
      24;     1913;SR   ;EV     ;   1913;   0.2;  0.2; 1975;    10
      25;     2399;SR   ;EV     ;   2399;  -0.1; -0.1; 1976;    12
      25;     4192;UR   ;EV     ;   1793;  -0.2; -0.2; 1982;     3
      25;     6368;SR   ;EV     ;   2176;   0.1;  0.1; 1988;     3
      25;     6944;SR   ;EV     ;    576;  -0.1; -0.1; 1989;    11
      25;    10047;UR   ;EV     ;   3103;   0.0;  0.1; 1998;     7
      25;    11856;SC   ;CO     ;   1809;   0.7;  0.7; 2003;     8
      27;     3616;UR   ;EV     ;   3616;  -0.3; -0.2; 1980;     1
      27;     7178;SC   ;CO     ;   3562;   0.5;  0.5; 1990;     6
      28;     5437;SR   ;CO     ;   5437;  -0.7; -0.7; 1987;     4
      28;     6062;SR   ;CO     ;    625;   1.2;  1.2; 1989;     1
      28;     6380;SC   ;EV     ;    318;  -0.5; -0.4; 1989;    12
      28;     6627;SR   ;EV     ;    247;  -0.2; -0.2; 1990;     8
      29;     1717;SR   ;EV     ;   1717;   0.1;  0.1; 1976;     1
      30;    10842;SR   ;EV     ;  10842;  -0.1; -0.1; 1999;    12
      30;    12973;SC   ;CO     ;   2131;   1.5;  1.5; 2006;     4
      31;    10470;SC   ;CO     ;  10470;   1.0;  1.0; 2003;    12
      32;     5621;SC   ;EV     ;   5621;   0.2;  0.1; 1987;     8
      32;     8168;UR   ;EV     ;   2547;  -0.5; -0.5; 1998;     2
      32;    11534;UR   ;EV     ;   3366;      ;     ; 2011;    12
      33;     2987;SR   ;EV     ;   2987;  -0.8; -0.8; 1978;     5
      33;     4888;SC   ;EV     ;   1901;   0.3;  0.2; 1983;    12
      33;     7137;SR   ;EV     ;   2249;   0.6;  0.6; 1990;     9
      34;     3629;SC   ;EV     ;   3629;   0.1;  0.1; 1979;    12
      34;     7118;SC   ;CO     ;   3489;   0.8;  0.8; 1990;     2
      35;     2293;UR   ;CO     ;   2293;   0.1;  0.1; 1976;     9
      35;     5128;SR   ;CO     ;   2835;   0.4;  0.4; 1986;     5
      36;     4269;SC   ;CO     ;   4269;   1.0;  1.0; 1986;     4
      36;     5296;SR   ;EV     ;   1027;   0.1;  0.2; 1989;     3
      36;    10509;SR   ;CO     ;   5213;  -0.4; -0.4; 2005;     1
      36;    12848;UR   ;CO     ;   2339;      ;     ; 2011;    12
      37;     3388;SC   ;EV     ;   3388;   0.2;  0.2; 1981;     6
      37;     5524;SR   ;EV     ;   2136;  -0.2; -0.3; 1987;    10
      37;     6721;UR   ;CO     ;   1197;   0.0;  0.1; 1991;     3
      37;     8194;SR   ;EV     ;   1473;   0.3;  0.3; 1995;     7
      38;      883;SC   ;CO     ;    883;  -0.2; -0.3; 1972;     8
      38;     1361;SC   ;CO     ;    478;   0.5;  0.5; 1974;     1
      38;     1931;SC   ;EV     ;    570;   0.1;  0.1; 1975;     9
      38;     6826;UR   ;EV     ;   4895;   1.2;  1.2; 1990;    11
      39;     1993;SC   ;EV     ;   1993;   0.2;  0.1; 1975;     6
      39;     3956;SR   ;CO     ;   1963;  -1.2; -1.2; 1981;     4
      39;     6290;SC   ;EV     ;   2334;  -0.4; -0.3; 1987;     9
      39;    12034;SR   ;EV     ;   5744;  -0.1; -0.1; 2003;     8
      40;     2104;SR   ;EV     ;   2104;   0.1;  0.0; 1975;    11
      40;     7925;SC   ;EV     ;   5821;  -0.3; -0.2; 1992;     5
      40;     9608;SR   ;EV     ;   1683;   0.2;  0.2; 1997;     1
      42;      808;SR   ;CO     ;    808;   1.5;  1.5; 1972;     3
      42;    11857;SR   ;CO     ;  11049;  -0.2; -0.2; 2008;     9
      43;      170;SR   ;EV     ;    170;  -0.8; -0.8; 1970;     6
      43;      463;SR   ;EV     ;    293;   0.5;  0.6; 1971;     4
      43;     2943;SR   ;CO     ;   2480;   0.3;  0.3; 1978;     5
      43;     7813;UR   ;CO     ;   4870;   0.1;  0.1; 1992;     9
      43;     9047;SC   ;EV     ;   1234;   0.2;  0.2; 1996;     4
      44;     3283;SC   ;EV     ;   3283;  -0.1;  0.0; 1979;     1
      44;     8001;SC   ;CO     ;   4718;   1.3;  1.2; 1992;     2
      44;     9888;UR   ;EV     ;   1887;  -0.1; -0.1; 1997;     5
      44;    10167;SC   ;EV     ;    279;   0.4;  0.4; 1998;     3
      44;    14915;UR   ;EV     ;   4748;      ;     ; 2011;    12
      45;      974;SC   ;CO     ;    974;  -0.5; -0.5; 1972;     9
      45;     1149;SC   ;EV     ;    175;   0.3;  0.3; 1973;     2
      45;     1899;UR   ;CO     ;    750;  -0.1; -0.1; 1975;     3
      45;     4188;SC   ;CO     ;   2289;   1.4;  1.4; 1981;     7
      45;     5004;SC   ;CO     ;    816;   0.7;  0.7; 1983;    10
      45;     7576;UR   ;CO     ;   2572;   0.1;  0.1; 1991;    10
      45;     8586;SC   ;CO     ;   1010;  -0.5; -0.5; 1994;     7
      45;    10292;SR   ;EV     ;   1706;  -0.1; -0.1; 1999;     4
      46;     1727;SR   ;EV     ;   1727;   0.3;  0.2; 1975;     4
      46;     6911;SR   ;CO     ;   5184;  -0.3; -0.2; 1989;     8
      46;     7973;UR   ;EV     ;   1062;  -0.2; -0.2; 1992;     7
      47;      713;SR   ;EV     ;    713;  -0.1; -0.1; 1972;     1
      47;     3410;UR   ;CO     ;   2697;   0.0;  0.1; 1979;    12
      47;     5955;SC   ;EV     ;   2545;   0.2;  0.1; 1987;    12
      47;     8539;SC   ;EV     ;   2584;   0.4;  0.4; 1997;    11
      48;    13275;SR   ;EV     ;  13275;   0.3;  0.3; 2007;     9
      49;     7482;UR   ;EV     ;   7482;  -0.2; -0.2; 1991;    10
      49;    10949;SC   ;EV     ;   3467;  -0.1; -0.1; 2003;     5
      50;     1043;SC   ;EV     ;   1043;   0.2;  0.2; 1972;    12
      50;     1443;SC   ;CO     ;    400;   1.5;  1.5; 1974;     2
      50;     6527;UR   ;EV     ;   5084;  -0.2; -0.2; 1988;     4
      50;    10233;SR   ;EV     ;   3706;   0.2;  0.2; 1998;     7
      51;     7161;SC   ;CO     ;   7161;  -1.2; -1.2; 1991;     3
      52;     1297;SC   ;EV     ;   1297;  -0.1; -0.1; 1973;     7
      52;     2346;SR   ;CO     ;   1049;  -1.5; -1.5; 1976;     6
      52;     2561;SC   ;EV     ;    215;  -0.1; -0.1; 1977;     1
      53;     1137;UR   ;CO     ;   1137;   0.0;  0.1; 1973;     3
      53;     2428;SC   ;EV     ;   1291;   0.3;  0.2; 1977;     1
      53;     4139;SC   ;CO     ;   1711;   1.3;  1.3; 1981;    11
      53;     6396;SC   ;EV     ;   2257;   0.2;  0.1; 1989;     4
      53;    12580;SR   ;CO     ;   6184;  -1.0; -1.0; 2007;    10
      54;     1938;SC   ;EV     ;   1938;  -0.4; -0.3; 1975;     4
      54;     8504;SR   ;CO     ;   6566;   0.8;  0.8; 1993;     7
      54;    11690;SC   ;CO     ;   3186;  -1.3; -1.3; 2004;     1
      55;     4620;UR   ;EV     ;   4620;  -0.2; -0.1; 1983;     7
      55;     6436;SR   ;EV     ;   1816;   0.1;  0.1; 1989;     8
      56;     7057;SC   ;CO     ;   7057;   1.0;  1.0; 1989;     8
      57;     4572;UR   ;EV     ;   4572;   0.1;  0.1; 1982;    10
      57;    10072;SR   ;EV     ;   5500;   0.4;  0.4; 1998;     7
      58;     2195;SR   ;CO     ;   2195;  -0.8; -0.8; 1976;     1
      58;     3171;UR   ;EV     ;    976;   0.1;  0.1; 1978;     9
      59;     1658;SR   ;CO     ;   1658;  -0.2; -0.2; 1975;     3
      59;     2253;SC   ;EV     ;    595;   0.1;  0.1; 1977;     1
      59;     7762;UR   ;EV     ;   5509;   0.6;  0.6; 1995;    12
      60;      229;SC   ;EV     ;    229;  -0.3; -0.3; 1970;     9
      60;     2174;SC   ;CO     ;   1945;  -1.3; -1.2; 1977;     3
      60;     2671;SC   ;EV     ;    497;   0.1;  0.1; 1979;     6
      62;     1413;SC   ;EV     ;   1413;  -0.4; -0.3; 1973;    12
      62;     1455;SR   ;CO     ;     42;   1.5;  1.5; 1974;     1
      62;     6403;UR   ;EV     ;   4948;  -0.2; -0.2; 1988;     4
      62;    11405;SR   ;EV     ;   5002;   0.3;  0.3; 2002;    10
      63;       40;UR   ;EV     ;     40;  -0.1; -0.2; 1970;     2
      63;      146;SC   ;EV     ;    106;  -0.3; -0.2; 1970;     5
      63;     1699;SR   ;EV     ;   1553;  -0.1; -0.1; 1974;     8
      63;     3269;SC   ;EV     ;   1570;   0.4;  0.4; 1978;    12
      63;     9075;SR   ;EV     ;   5806;  -0.3; -0.3; 1995;     5
      64;     2296;SC   ;EV     ;   2296;   0.2;  0.2; 1976;     7
      64;     7426;UR   ;CO     ;   5130;   0.3;  0.3; 1992;     6
      64;    12759;UR   ;CO     ;   5333;   0.2;  0.2; 2007;     8
      65;      646;UR   ;EV     ;    646;   0.3;  0.2; 1971;    11
      65;     2541;SC   ;EV     ;   1895;   0.5;  0.4; 1977;     4
      65;     7452;SC   ;EV     ;   4911;  -0.3; -0.2; 1993;     6
      66;     4394;SC   ;EV     ;   4394;   0.1;  0.1; 1982;     1
      66;     9170;SC   ;EV     ;   4776;   0.1;  0.1; 1995;     2
      66;     9565;UR   ;EV     ;    395;   0.1;  0.0; 1996;     3
      66;     9769;SC   ;EV     ;    204;   0.2;  0.2; 1996;    10
      66;     9974;SC   ;EV     ;    205;   0.4;  0.4; 1997;     5
      66;    11874;SC   ;EV     ;   1900;   0.2;  0.1; 2002;     7
      67;     4698;SR   ;EV     ;   4698;  -0.2; -0.2; 1982;    11
      67;     6111;UR   ;EV     ;   1413;   0.2;  0.2; 1986;     9
      67;     8787;SC   ;EV     ;   2676;  -0.1; -0.1; 1994;     1
      68;     2333;SC   ;EV     ;   2333;   0.4;  0.3; 1976;     5
      68;     3898;UR   ;EV     ;   1565;   0.3;  0.3; 1980;     9
      68;     7835;SR   ;CO     ;   3937;  -0.2; -0.2; 1991;     6
      70;     2301;SR   ;CO     ;   2301;   0.5;  0.5; 1976;     4
      70;     3010;SR   ;EV     ;    709;   0.2;  0.2; 1978;     3
      70;     4974;SR   ;EV     ;   1964;  -0.2; -0.3; 1983;     8
      70;    12467;UR   ;CO     ;   7493;   0.1;  0.1; 2004;     2
      70;    15333;UR   ;CO     ;   2866;      ;     ; 2011;    12
      71;       89;SR   ;EV     ;     89;   0.6;  0.5; 1970;     3
      71;     8011;SC   ;EV     ;   7922;  -0.4; -0.3; 1991;    12
      71;    11332;SC   ;EV     ;   3321;  -0.5; -0.4; 2001;     3
      71;    12428;SR   ;EV     ;   1096;   0.3;  0.3; 2004;     4
      71;    15234;UR   ;CO     ;   2806;      ;     ; 2011;    12
      72;    13033;SC   ;CO     ;  13033;   1.2;  1.2; 2005;    11
      73;     1186;SR   ;EV     ;   1186;   0.1;  0.0; 1973;     4
      73;     2720;UR   ;EV     ;   1534;  -0.4; -0.4; 1977;    10
      73;     4439;SC   ;CO     ;   1719;  -0.2; -0.2; 1985;    12
      73;     6663;SC   ;CO     ;   2224;   0.8;  0.8; 1992;    11
      73;    10532;SR   ;CO     ;   3869;  -1.5; -1.5; 2006;     3
      73;    10951;SC   ;EV     ;    419;  -0.1; -0.1; 2007;     8
      74;     1337;SC   ;EV     ;   1337;   0.3;  0.2; 1973;     9
      74;     6923;SR   ;EV     ;   5586;   0.1;  0.1; 1988;    12
      74;     7433;SR   ;EV     ;    510;  -0.1; -0.1; 1990;     5
      74;     8269;UR   ;EV     ;    836;   0.1;  0.1; 1992;     9
      74;    11265;SR   ;CO     ;   2996;  -1.0; -1.0; 2000;    11
      77;     5762;SR   ;EV     ;   5762;   0.2;  0.1; 1987;    12
      77;     9225;SC   ;EV     ;   3463;  -0.5; -0.4; 1998;     2
      78;      551;SR   ;EV     ;    551;   1.0;  1.0; 1971;     7
      78;     2024;UR   ;EV     ;   1473;  -0.3; -0.3; 1975;     8
      78;     5272;SC   ;EV     ;   3248;   0.2;  0.2; 1984;    10
      78;     7510;SC   ;EV     ;   2238;  -0.1; -0.1; 1990;    12
      78;     9977;SR   ;EV     ;   2467;  -1.0; -1.0; 1997;    10
      79;     5281;UR   ;EV     ;   5281;  -1.2; -1.2; 1984;     6
      79;     9370;SC   ;EV     ;   4089;   0.4;  0.4; 1995;     8
      79;    14056;SR   ;EV     ;   4686;   0.4;  0.4; 2008;     6
      80;     3354;SR   ;CO     ;   3354;  -0.5; -0.5; 1979;     3
      80;     8786;UR   ;EV     ;   5432;  -0.2; -0.2; 1995;     3
      80;    14449;UR   ;EV     ;   5663;      ;     ; 2011;    12
      81;      426;SC   ;EV     ;    426;   0.1;  0.1; 1971;     3
      82;     6280;SR   ;EV     ;   6280;  -0.7; -0.7; 1988;     7
      82;     9049;SC   ;EV     ;   2769;  -0.3; -0.2; 1997;     3
      82;     9940;UR   ;EV     ;    891;   0.2;  0.2; 2001;     9
      82;     9962;SR   ;CO     ;     22;   0.5;  0.5; 2001;     9
      82;    11593;SR   ;CO     ;   1631;   0.3;  0.3; 2006;    12
      82;    13411;UR   ;EV     ;   1818;      ;     ; 2011;    12
      83;     5648;SR   ;EV     ;   5648;  -0.2; -0.2; 1986;     1
      83;     7828;UR   ;EV     ;   2180;   0.2;  0.3; 1992;    10
      83;    13263;UR   ;EV     ;   5435;   0.1;  0.0; 2009;     3
      84;     5136;UR   ;EV     ;   5136;   0.1;  0.0; 1984;     1
      84;    12589;SR   ;EV     ;   7453;   1.4;  1.4; 2007;     7
      85;     5097;SC   ;EV     ;   5097;   0.1;  0.1; 1984;     3
      85;     8973;SR   ;CO     ;   3876;  -1.5; -1.5; 1995;     3
      85;    13235;SR   ;EV     ;   4262;   3.6;  3.6; 2006;    12
      86;     5936;SR   ;CO     ;   5936;  -1.0; -1.0; 1986;     4
      86;    11567;SR   ;EV     ;   5631;  -0.1; -0.1; 2001;     9
      86;    14483;SR   ;EV     ;   2916;   0.1;  0.1; 2009;     9
      87;      763;SR   ;EV     ;    763;   1.2;  1.2; 1972;     2
      87;     3671;UR   ;EV     ;   2908;  -0.3; -0.3; 1980;     2
      87;     8224;UR   ;EV     ;   4553;  -0.1;  0.0; 1992;     9
      87;     8352;SC   ;EV     ;    128;  -0.4; -0.3; 1993;     1
      87;    11312;SC   ;CO     ;   2960;  -0.3; -0.3; 2001;     7
      88;      417;SR   ;CO     ;    417;   1.0;  1.0; 1971;     2
      88;     6293;SC   ;EV     ;   5876;  -0.2; -0.2; 1987;     7
      88;    13116;SC   ;EV     ;   6823;   0.1;  0.1; 2006;    10
      89;     3178;SC   ;EV     ;   3178;   0.1;  0.1; 1978;    11
      90;     6001;SC   ;EV     ;   6001;  -0.2; -0.1; 1993;     6
      90;     9241;SR   ;EV     ;   3240;  -0.2; -0.2; 2003;     7
      90;    10697;SR   ;EV     ;   1456;   0.2;  0.2; 2007;     7
      91;     1478;SC   ;CO     ;   1478;  -0.8; -0.8; 1974;     1
      91;     4996;UR   ;EV     ;   3518;  -0.4; -0.3; 1983;     9
      91;     6667;SC   ;CO     ;   1671;  -0.2; -0.2; 1988;     4
      91;    13171;SC   ;CO     ;   6504;  -1.0; -1.0; 2006;     1
      92;     5223;SR   ;EV     ;   5223;   0.5;  0.5; 1984;     8
      92;     7407;SR   ;CO     ;   2184;  -0.5; -0.5; 1990;    10
      93;     2467;SR   ;EV     ;   2467;   0.1;  0.1; 1977;     6
      93;     7393;UR   ;EV     ;   4926;  -0.4; -0.4; 1991;     7
      94;     5559;SR   ;EV     ;   5559;  -0.1; -0.1; 1985;     9
      94;     6671;SR   ;EV     ;   1112;   0.1;  0.1; 1988;    12
      94;    11767;SC   ;CO     ;   5096;   1.0;  1.0; 2008;    12
      95;     7927;SC   ;CO     ;   7927;  -1.2; -1.2; 1994;     7
      96;     5370;UR   ;EV     ;   5370;   0.3;  0.3; 1985;     3
      97;     1806;SR   ;CO     ;   1806;  -1.0; -1.0; 1974;    12
      97;     3817;UR   ;EV     ;   2011;  -0.8; -0.8; 1981;    12
      97;     4684;SC   ;EV     ;    867;  -0.1; -0.1; 1984;    11
      97;     8816;SR   ;EV     ;   4132;  -0.1; -0.1; 1996;    11
      97;    10008;UR   ;EV     ;   1192;   0.0;  0.1; 2000;     7
      97;    10779;SR   ;EV     ;    771;   0.7;  0.5; 2003;     3
      97;    12271;SC   ;EV     ;   1492;  -0.5; -0.4; 2007;     7
      98;     2099;SR   ;EV     ;   2099;  -0.2; -0.3; 1975;     9
      98;     7237;SC   ;EV     ;   5138;   0.4;  0.4; 1989;    10
      98;     7375;SC   ;CO     ;    138;  -0.5; -0.5; 1990;     3
      98;     9119;SR   ;EV     ;   1744;   0.1;  0.1; 1994;    12
      99;       99;SR   ;EV     ;     99;   0.1;  0.1; 1970;     4
      99;     8220;SR   ;EV     ;   8121;  -0.3; -0.2; 1992;    12
      99;    10193;SC   ;EV     ;   1973;   0.2;  0.1; 1998;     8
     100;     1412;SR   ;EV     ;   1412;   0.0; -0.1; 1973;    12
     100;     2633;SR   ;EV     ;   1221;   0.0;  0.1; 1977;     5
     100;     6103;SR   ;EV     ;   3470;  -0.4; -0.3; 1986;    11
     100;     8763;SR   ;CO     ;   2660;   1.0;  1.0; 1995;     8
     100;     9127;SC   ;CO     ;    364;   0.2;  0.2; 1997;     3
     100;    10705;UR   ;EV     ;   1578;   0.4;  0.4; 2003;     5
     100;    11296;SC   ;EV     ;    591;   0.3;  0.3; 2005;     4
     100;    13561;UR   ;EV     ;   2265;      ;     ; 2011;    12
     102;     1526;SC   ;EV     ;   1526;   0.4;  0.3; 1974;     3
     102;    10775;UR   ;CO     ;   9249;   0.1;  0.1; 2000;     6
     102;    14987;UR   ;CO     ;   4212;      ;     ; 2011;    12
     103;     2097;SC   ;CO     ;   2097;  -0.7; -0.7; 1975;    10
     103;     4002;SR   ;EV     ;   1905;  -0.3; -0.3; 1980;    12
     103;     6054;UR   ;EV     ;   2052;  -1.0; -1.0; 1986;     9
     103;     6673;SR   ;EV     ;    619;   0.3;  0.3; 1988;     5
     103;    12939;UR   ;EV     ;   6266;   0.1;  0.0; 2006;     4
     104;     2836;SR   ;EV     ;   2836;  -0.1; -0.1; 1977;    10
     104;     8435;UR   ;EV     ;   5599;   0.0;  0.1; 1994;     4
     104;     8917;SC   ;CO     ;    482;   0.3;  0.2; 1996;     5
     104;     9693;SC   ;EV     ;    776;   0.4;  0.4; 1999;     4
     105;     4201;UR   ;EV     ;   4201;  -0.1; -0.2; 1983;     4
     105;     4573;SR   ;CO     ;    372;  -0.2; -0.2; 1984;     5
     105;     4940;SR   ;EV     ;    367;   0.8;  0.8; 1985;     6
     106;     3776;SC   ;EV     ;   3776;  -0.5; -0.4; 1980;     5
     107;     5184;SR   ;CO     ;   5184;  -0.5; -0.5; 1984;     4
     108;     1670;SR   ;EV     ;   1670;   0.4;  0.4; 1974;     8
     108;     3549;SC   ;CO     ;   1879;   0.7;  0.7; 1980;     1
     108;     9340;SR   ;CO     ;   5791;  -1.0; -1.0; 1997;    11
     109;     3934;SR   ;EV     ;   3934;  -0.3; -0.3; 1980;    12
     109;    12100;SR   ;CO     ;   8166;  -1.5; -1.5; 2005;     5
     110;     2082;SR   ;EV     ;   2082;   0.2;  0.2; 1975;     9
     110;     3908;SC   ;CO     ;   1826;   0.2;  0.2; 1980;     9
     110;     4148;SR   ;CO     ;    240;   0.8;  0.8; 1981;     5
     110;    10864;UR   ;CO     ;   6716;   0.1;  0.1; 2000;     1
     110;    12873;SR   ;CO     ;   2009;   0.7;  0.6; 2005;     8
     110;    15170;UR   ;CO     ;   2297;      ;     ; 2011;    12
     112;     4286;SR   ;EV     ;   4286;   0.6;  0.5; 1982;     6
     112;     8867;SC   ;EV     ;   4581;  -0.3; -0.2; 1996;     2
     112;    11782;SR   ;EV     ;   2915;   0.4;  0.2; 2004;     5
     112;    12658;SC   ;EV     ;    876;  -0.4; -0.3; 2006;    11
     112;    13233;SC   ;EV     ;    575;  -0.3; -0.2; 2009;     4
     114;      407;SC   ;EV     ;    407;  -0.1; -0.1; 1971;     2
     114;     6195;SC   ;EV     ;   5788;   0.3;  0.3; 1987;     2
     114;     6635;SC   ;EV     ;    440;   0.4;  0.3; 1988;     4
     114;     9751;UR   ;EV     ;   3116;   0.8;  0.8; 1996;    11
     114;    13152;SC   ;EV     ;   3401;  -0.1; -0.1; 2006;    10
     114;    13726;SR   ;EV     ;    574;   0.1;  0.1; 2008;     6
     115;     7567;SR   ;EV     ;   7567;   0.4;  0.3; 1990;     9
     115;    11279;SR   ;EV     ;   3712;  -0.3; -0.3; 2000;    11
     115;    15337;UR   ;CO     ;   4058;      ;     ; 2011;    12
     116;     4259;SR   ;CO     ;   4259;  -1.3; -1.3; 1982;     3
     116;     9446;UR   ;EV     ;   5187;   0.4;  0.4; 1996;    11
     117;      180;SC   ;CO     ;    180;  -1.2; -1.3; 1970;     6
     117;     9834;SR   ;EV     ;   9654;   1.0;  0.9; 1997;    11
     117;    10810;SC   ;EV     ;    976;  -0.5; -0.4; 2000;     7
     118;     3215;UR   ;CO     ;   3215;   0.1;  0.1; 1979;     1
     118;     4282;SR   ;EV     ;   1067;  -0.1; -0.1; 1982;     4
     118;     5422;SR   ;EV     ;   1140;   0.1;  0.1; 1986;     5
     119;     3139;SC   ;CO     ;   3139;  -0.8; -0.8; 1978;     8
     119;     3453;SC   ;CO     ;    314;  -1.2; -1.2; 1979;     6
     119;    11037;SC   ;EV     ;   7584;  -0.3; -0.2; 2000;     4
     119;    13938;SR   ;EV     ;   2901;  -0.4; -0.4; 2008;     3
     119;    14319;SR   ;EV     ;    381;   0.4;  0.4; 2009;     4
     120;     8587;SR   ;EV     ;   8587;  -0.1; -0.1; 1993;    10
     120;    10660;SC   ;EV     ;   2073;   0.4;  0.3; 1999;     7
     121;     4213;SR   ;EV     ;   4213;  -0.1; -0.1; 1981;     9
     121;     6214;SR   ;EV     ;   2001;   0.1;  0.1; 1987;    11
     121;     8089;SR   ;EV     ;   1875;  -0.1; -0.1; 1993;     1
     122;     1595;SC   ;EV     ;   1595;  -0.3; -0.2; 1974;     5
