 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      23;    12952;SC   ;EV     ;   3000;   0.1;  0.1; 2005;     6
      24;      396;UR   ;CO     ;    396;   0.1;  0.0; 1971;     1
      24;     4258;UR   ;CO     ;   3862;   0.1;  0.1; 1981;     8
      25;     1230;UR   ;EV     ;   1230;   0.0;  0.1; 1973;     5
      25;     3327;SR   ;EV     ;   2097;   0.0; -0.1; 1979;     2
      25;    10405;SC   ;CO     ;   7078;  -0.2; -0.2; 1998;     9
      27;    10418;UR   ;EV     ;  10418;  -0.3; -0.3; 1998;    12
      27;    15049;UR   ;EV     ;   4631;      ;     ; 2011;    12
      28;     5384;SR   ;CO     ;   5384;  -0.7; -0.7; 1984;    12
      28;    10220;SC   ;EV     ;   4836;   0.1;  0.1; 1999;     4
      29;      572;SC   ;EV     ;    572;   0.1;  0.1; 1971;    10
      29;     1165;SC   ;EV     ;    593;   0.1;  0.1; 1974;     1
      29;     1927;SR   ;CO     ;    762;  -0.7; -0.7; 1976;     5
      29;     3290;UR   ;EV     ;   1363;  -0.1; -0.1; 1980;     2
      30;      397;SR   ;EV     ;    397;  -0.1;  0.0; 1971;     2
      30;     1461;UR   ;EV     ;   1064;  -0.1; -0.1; 1973;    12
      31;    11952;SC   ;CO     ;  11952;   1.5;  1.5; 2002;     9
      32;      198;SR   ;CO     ;    198;   0.7;  0.7; 1970;     7
      32;     2482;UR   ;EV     ;   2284;   0.5;  0.5; 1977;     8
      33;      277;SR   ;CO     ;    277;   0.2;  0.2; 1970;    10
      33;     1473;SR   ;CO     ;   1196;   0.5;  0.5; 1974;     2
      33;     2208;UR   ;EV     ;    735;  -0.1; -0.1; 1976;     3
      34;    13005;SR   ;CO     ;  13005;  -1.5; -1.5; 2005;     8
      35;     2935;SC   ;EV     ;   2935;  -0.2; -0.2; 1978;     4
      35;     7532;SC   ;CO     ;   4597;   1.3;  1.3; 1991;     8
      36;      796;SC   ;EV     ;    796;  -0.3; -0.2; 1972;     3
      36;     4460;SC   ;EV     ;   3664;  -0.2; -0.1; 1982;     4
      36;     6557;UR   ;EV     ;   2097;  -0.1; -0.1; 1988;     1
      37;     2718;SC   ;CO     ;   2718;  -1.5; -1.5; 1977;    11
      37;     5509;SC   ;EV     ;   2791;   0.1;  0.1; 1985;    10
      37;    10007;SR   ;EV     ;   4498;  -0.1; -0.1; 1998;     6
      37;    13556;SC   ;EV     ;   3549;   0.1;  0.1; 2008;     6
      38;    11675;UR   ;CO     ;  11675;   0.1;  0.1; 2004;     2
      39;    12782;SC   ;EV     ;  12782;   0.1;  0.1; 2008;     4
      41;     8136;SC   ;CO     ;   8136;  -1.2; -1.2; 1993;    12
      42;     5793;SR   ;CO     ;   5793;  -1.0; -1.0; 1986;     1
      42;     7620;SC   ;CO     ;   1827;  -1.2; -1.2; 1991;     1
      42;     8905;UR   ;CO     ;   1285;   0.1;  0.0; 1994;     8
      42;    11858;UR   ;CO     ;   2953;   0.0;  0.1; 2002;    10
      42;    11887;SR   ;CO     ;     29;  -0.5; -0.5; 2002;    11
      43;     3970;SC   ;CO     ;   3970;  -1.5; -1.5; 1981;     2
      44;     5695;SC   ;EV     ;   5695;   0.1;  0.1; 1986;     1
      44;     6794;SR   ;EV     ;   1099;  -0.1; -0.1; 1989;     3
      44;     8172;SR   ;EV     ;   1378;   0.1;  0.1; 1993;     5
      44;     8696;UR   ;EV     ;    524;  -0.1; -0.1; 1994;    10
      44;    13181;SC   ;CO     ;   4485;   0.3;  0.3; 2008;     6
      45;     2338;SC   ;EV     ;   2338;   0.0;  0.1; 1976;     8
      45;     6212;SC   ;CO     ;   3874;   0.0; -0.1; 1989;    11
      45;    11615;UR   ;CO     ;   5403;   0.2;  0.3; 2005;    10
      46;    10870;SC   ;CO     ;  10870;   1.3;  1.3; 2001;     8
      46;    11504;SR   ;EV     ;    634;  -0.1; -0.1; 2003;     6
      46;    11820;SR   ;EV     ;    316;   0.1;  0.1; 2004;     5
      47;     1144;SC   ;EV     ;   1144;   0.1;  0.0; 1973;     2
      47;    12289;SC   ;EV     ;  11145;  -0.1;  0.0; 2007;     4
      48;     4385;SC   ;CO     ;   4385;   0.5;  0.5; 1982;     4
      48;     9200;UR   ;EV     ;   4815;  -0.2; -0.2; 1996;     7
      50;     1376;UR   ;EV     ;   1376;   0.1;  0.1; 1973;    11
      51;    13372;SC   ;EV     ;  13372;   0.1;  0.1; 2008;     8
      52;     1234;SR   ;EV     ;   1234;   0.0;  0.1; 1973;     5
      52;     7173;SC   ;CO     ;   5939;  -0.8; -0.8; 1989;    11
      52;     8128;SC   ;CO     ;    955;   0.5;  0.5; 1992;     7
      52;     9730;UR   ;EV     ;   1602;  -0.1; -0.1; 1997;     1
      52;    14693;UR   ;EV     ;   4963;      ;     ; 2011;    12
      53;     4133;SC   ;CO     ;   4133;  -1.5; -1.5; 1981;     4
      54;     1988;SR   ;CO     ;   1988;  -1.5; -1.5; 1975;     6
      54;     3042;SC   ;EV     ;   1054;   0.1;  0.1; 1978;     6
      54;     7837;SR   ;CO     ;   4795;   1.0;  1.0; 1991;    12
      55;     6661;SC   ;CO     ;   6661;   1.5;  1.5; 1989;     3
      56;    10412;UR   ;EV     ;  10412;  -0.3; -0.2; 1998;    11
      56;    11922;SC   ;EV     ;   1510;  -0.1; -0.1; 2002;    12
      56;    13450;SC   ;EV     ;   1528;   0.1;  0.1; 2007;     6
      56;    15082;UR   ;EV     ;   1632;      ;     ; 2011;    12
      57;      857;SC   ;EV     ;    857;  -0.2; -0.1; 1972;     5
      60;     1107;SR   ;EV     ;   1107;   0.1;  0.1; 1975;     1
      60;     1275;SC   ;EV     ;    168;  -0.1; -0.1; 1975;     7
      60;     2964;SR   ;EV     ;   1689;  -0.1;  0.0; 1980;     4
      60;     4415;UR   ;EV     ;   1451;  -0.7; -0.7; 1984;     8
      60;     9067;SC   ;EV     ;   4652;   0.1;  0.1; 1997;    11
      61;     3275;SC   ;EV     ;   3275;   0.1;  0.0; 1979;     3
      61;     3886;SC   ;EV     ;    611;  -0.1;  0.0; 1981;     2
      62;      592;SC   ;CO     ;    592;   1.5;  1.5; 1971;     8
      63;     3198;UR   ;CO     ;   3198;   0.1;  0.0; 1981;    12
      63;     7647;UR   ;CO     ;   4449;   0.1;  0.1; 1994;    12
      63;    10378;SC   ;CO     ;   2731;   1.5;  1.5; 2002;    11
      64;     4150;SC   ;EV     ;   4150;  -0.1; -0.1; 1983;    11
      64;     4201;UR   ;EV     ;     51;  -0.3; -0.3; 1984;     1
      65;     7760;UR   ;EV     ;   7760;   0.1;  0.2; 1991;     9
      65;     8748;SC   ;EV     ;    988;  -0.1; -0.1; 1994;     7
      66;      605;SC   ;EV     ;    605;  -0.1; -0.1; 1973;     8
      66;     8709;UR   ;CO     ;   8104;   0.2;  0.2; 1996;     8
      66;    14251;UR   ;CO     ;   5542;      ;     ; 2011;    12
      67;     4379;SR   ;EV     ;   4379;   0.2;  0.2; 1982;     2
      67;     5575;SC   ;EV     ;   1196;  -0.2; -0.1; 1985;     6
      67;     7964;UR   ;EV     ;   2389;  -0.2; -0.2; 1992;     5
      67;     8458;SR   ;CO     ;    494;   1.0;  1.0; 1993;    10
      68;     2151;SR   ;EV     ;   2151;  -0.1; -0.1; 1975;    12
      68;     3624;SR   ;CO     ;   1473;  -0.3; -0.2; 1979;    12
      68;     8244;SC   ;EV     ;   4620;   0.1;  0.1; 1992;    12
      68;     9758;UR   ;EV     ;   1514;   0.3;  0.3; 1997;     2
      69;     6670;SC   ;EV     ;   6670;  -0.1;  0.0; 1988;     6
      69;     9933;UR   ;EV     ;   3263;  -0.2; -0.2; 1997;     8
      70;     3871;UR   ;CO     ;   3871;   0.1;  0.0; 1981;     7
      70;     8566;SR   ;EV     ;   4695;   0.1;  0.1; 1995;     3
      71;     3254;SR   ;EV     ;   3254;   0.1;  0.1; 1981;     1
      71;    10511;SR   ;CO     ;   7257;   0.2;  0.2; 2002;     6
      72;     1053;SR   ;EV     ;   1053;  -0.1; -0.1; 1972;    11
      72;     9498;SC   ;EV     ;   8445;   0.1;  0.1; 1996;     1
      72;    12143;SR   ;EV     ;   2645;   0.1;  0.1; 2003;     4
      73;     9427;SR   ;CO     ;   9427;  -1.0; -1.0; 1996;     1
      73;    11387;SC   ;CO     ;   1960;  -1.0; -1.0; 2001;    11
      74;     2775;UR   ;EV     ;   2775;   0.0;  0.0; 1977;     8
      75;     5271;SR   ;EV     ;   5271;   0.1;  0.0; 1984;     9
      75;    11203;UR   ;EV     ;   5932;  -0.2; -0.2; 2001;     6
      76;     1722;SC   ;CO     ;   1722;  -0.8; -0.7; 1974;    12
      76;     6974;SR   ;CO     ;   5252;  -0.8; -0.8; 1995;     8
      77;     4891;SC   ;CO     ;   4891;   1.0;  1.0; 1983;     8
      77;     5048;SR   ;CO     ;    157;  -1.0; -1.0; 1984;     1
      78;      188;SC   ;EV     ;    188;   0.1;  0.1; 1970;     7
      79;     4532;SC   ;CO     ;   4532;  -1.1; -1.0; 1983;    11
      79;     4576;UR   ;EV     ;     44;  -0.3; -0.4; 1984;     1
      79;     5079;SC   ;CO     ;    503;   0.5;  0.5; 1985;     7
      79;     9289;SC   ;CO     ;   4210;   1.3;  1.3; 1997;     7
      80;     2255;SR   ;CO     ;   2255;  -1.5; -1.5; 1976;     3
      81;     7377;UR   ;CO     ;   7377;   0.1;  0.1; 1990;     3
      81;     7887;SR   ;EV     ;    510;   0.7;  0.6; 1991;     8
      81;    13560;UR   ;CO     ;   5673;   0.6;  0.6; 2007;     2
      82;     2695;SR   ;EV     ;   2695;   0.1;  0.1; 1977;     5
      82;     5389;SC   ;EV     ;   2694;  -0.2; -0.1; 1984;    10
      82;    10722;UR   ;EV     ;   5333;  -0.1; -0.1; 1999;     6
      82;    15039;UR   ;EV     ;   4317;      ;     ; 2011;    11
      83;      709;SR   ;CO     ;    709;  -0.5; -0.5; 1972;     1
      83;     6277;SC   ;EV     ;   5568;   0.0; -0.1; 1987;     9
      83;     7035;SC   ;EV     ;    758;   0.1;  0.1; 1989;    10
      83;    10572;SC   ;CO     ;   3537;  -0.3; -0.3; 1999;    11
      84;     3444;SR   ;EV     ;   3444;   0.0; -0.1; 1979;     9
      84;     9140;SC   ;EV     ;   5696;   0.0;  0.1; 1995;    12
      84;     9745;UR   ;EV     ;    605;   0.4;  0.4; 1998;     4
      84;    11402;SC   ;EV     ;   1657;   0.0;  0.0; 2004;     8
      84;    12249;SC   ;EV     ;    847;  -0.1;  0.0; 2008;     2
      84;    13157;UR   ;EV     ;    908;      ;     ; 2011;    12
      85;     7138;SC   ;EV     ;   7138;   0.1;  0.1; 1989;    12
      86;     1876;SC   ;EV     ;   1876;  -0.2; -0.1; 1975;     7
      86;     2701;UR   ;EV     ;    825;  -0.4; -0.4; 1978;     1
      86;     4794;SC   ;CO     ;   2093;   1.5;  1.5; 1984;     4
      86;     5488;SR   ;CO     ;    694;  -0.5; -0.5; 1986;     4
      87;     1697;SC   ;CO     ;   1697;  -1.5; -1.5; 1974;    10
      87;    10144;SR   ;EV     ;   8447;   0.2;  0.1; 1999;     1
      87;    10157;UR   ;EV     ;     13;  -0.3; -0.3; 1999;     2
      87;    12199;SC   ;EV     ;   2042;  -0.1; -0.1; 2004;    10
      88;     8026;SC   ;CO     ;   8026;  -0.7; -0.7; 1992;     4
      88;    10250;SR   ;CO     ;   2224;   1.0;  1.0; 1998;     9
      88;    11891;SC   ;EV     ;   1641;   0.1;  0.1; 2007;     7
      89;      980;SR   ;CO     ;    980;  -1.3; -1.2; 1972;     9
      89;     2710;UR   ;EV     ;   1730;   0.0; -0.1; 1977;     6
      89;     4532;SC   ;EV     ;   1822;   0.1;  0.1; 1982;     5
      89;     6120;SC   ;EV     ;   1588;   0.2;  0.2; 1986;    10
      89;    10172;SC   ;EV     ;   4052;  -0.1; -0.1; 1997;    11
      91;     1480;SC   ;EV     ;   1480;   0.1;  0.1; 1976;     3
      91;     3695;UR   ;EV     ;   2215;  -0.3; -0.2; 1982;     6
      91;     6803;SC   ;CO     ;   3108;  -0.9; -1.0; 1991;     1
      92;     3976;SC   ;CO     ;   3976;   1.3;  1.2; 1980;    11
      92;     4747;UR   ;EV     ;    771;  -0.1; -0.1; 1982;    12
      92;    10542;SC   ;EV     ;   5795;   0.1;  0.1; 1998;    11
      93;     2556;SC   ;EV     ;   2556;  -0.1; -0.1; 1977;     5
      94;     1561;SC   ;CO     ;   1561;  -0.5; -0.5; 1974;     4
      94;     2468;SC   ;EV     ;    907;  -0.2; -0.1; 1976;    11
      95;     1021;UR   ;EV     ;   1021;   0.5;  0.5; 1972;    10
      96;      760;SC   ;EV     ;    760;  -0.1; -0.1; 1972;     2
      96;     5568;UR   ;EV     ;   4808;  -0.1; -0.1; 1985;     5
      96;     9928;SR   ;CO     ;   4360;   1.5;  1.5; 1998;     1
      96;    13406;SR   ;CO     ;   3478;  -0.2; -0.2; 2008;     5
      97;     7542;UR   ;CO     ;   7542;   0.1;  0.1; 1992;     8
      97;    11251;SR   ;EV     ;   3709;   0.1;  0.1; 2002;    12
      97;    12990;SR   ;EV     ;   1739;   0.1;  0.1; 2007;    10
      97;    14518;UR   ;CO     ;   1528;      ;     ; 2011;    12
      98;      344;SC   ;EV     ;    344;   0.1;  0.2; 1971;     2
      98;     2132;SR   ;EV     ;   1788;   0.0; -0.1; 1977;     6
      98;     3605;SC   ;CO     ;   1473;   0.3;  0.3; 1982;    11
      99;     1242;SR   ;EV     ;   1242;  -0.1; -0.1; 1973;     7
      99;     3720;SC   ;EV     ;   2478;   0.1;  0.1; 1980;     5
     100;     4087;UR   ;EV     ;   4087;   0.2;  0.2; 1981;     3
     103;     2122;SR   ;CO     ;   2122;   1.3;  1.3; 1976;    10
     103;     2471;SR   ;EV     ;    349;   0.0; -0.1; 1977;    10
     103;     2991;UR   ;EV     ;    520;   0.0;  0.1; 1979;     4
     103;     3833;SC   ;CO     ;    842;   0.7;  0.7; 1981;     7
     104;     6125;SC   ;EV     ;   6125;   0.1;  0.1; 1987;     4
     104;     7560;SC   ;EV     ;   1435;   0.0; -0.1; 1991;     4
     104;    10131;UR   ;EV     ;   2571;  -0.3; -0.3; 1998;     5
     105;      399;UR   ;CO     ;    399;  -0.1;  0.0; 1971;     7
     105;      795;SC   ;EV     ;    396;   0.2;  0.4; 1972;    10
     105;     5086;SC   ;EV     ;   4291;   0.3;  0.3; 1986;    12
     105;     6967;UR   ;CO     ;   1881;   0.1;  0.2; 1992;     3
     105;     7714;SR   ;CO     ;    747;   0.7;  0.7; 1994;     6
     106;     4605;UR   ;EV     ;   4605;  -0.6; -0.6; 1985;     1
     108;      897;SR   ;CO     ;    897;  -1.0; -1.0; 1972;     6
     108;     9575;SC   ;EV     ;   8678;   0.1;  0.1; 1997;     6
     108;    12010;SR   ;EV     ;   2435;   0.1;  0.1; 2004;     3
     108;    14762;UR   ;CO     ;   2752;      ;     ; 2011;    12
     109;     3414;SR   ;CO     ;   3414;  -1.0; -1.0; 1979;     5
     110;     1278;SC   ;CO     ;   1278;  -1.0; -1.0; 1973;     7
     110;     4686;SC   ;EV     ;   3408;   0.1;  0.1; 1983;     5
     111;     5973;SR   ;EV     ;   5973;  -0.1;  0.0; 1989;     6
     111;     9033;UR   ;EV     ;   3060;  -0.2; -0.3; 1998;     1
     111;     9894;SR   ;CO     ;    861;   0.8;  0.8; 2000;     5
     111;    10773;SC   ;EV     ;    879;   0.1;  0.1; 2002;    11
     112;    10699;SC   ;EV     ;  10699;   0.4;  0.2; 2000;     4
     112;    11477;SC   ;EV     ;    778;  -0.3; -0.1; 2002;     6
     112;    13433;SC   ;EV     ;   1956;  -0.2; -0.1; 2007;    12
     113;      281;SC   ;EV     ;    281;   0.0;  0.1; 1970;    10
     113;     1601;SR   ;EV     ;   1320;   0.1;  0.0; 1974;     6
     113;     3365;SC   ;EV     ;   1764;  -0.1;  0.0; 1979;     4
     113;     4477;UR   ;CO     ;   1112;   0.1;  0.0; 1982;     5
     113;     6461;SR   ;CO     ;   1984;   0.9;  0.9; 1988;     1
     114;     4998;SR   ;EV     ;   4998;   0.1;  0.1; 1984;     6
     114;    10199;SR   ;CO     ;   5201;  -1.5; -1.5; 1999;     7
     115;     9313;UR   ;CO     ;   9313;   0.4;  0.4; 1998;     8
     115;    13018;UR   ;CO     ;   3705;      ;     ; 2011;    12
     116;     1737;SC   ;CO     ;   1737;  -0.2; -0.2; 1974;    10
     116;     6243;SR   ;EV     ;   4506;  -0.1; -0.1; 1989;     4
     116;     6862;SC   ;EV     ;    619;   0.1;  0.1; 1991;     1
     117;    10498;SC   ;CO     ;  10498;  -1.5; -1.5; 2001;     7
     118;     3819;SC   ;EV     ;   3819;  -0.1; -0.1; 1981;     4
     120;     9008;UR   ;EV     ;   9008;   0.2;  0.2; 1998;    10
     122;     7478;SC   ;EV     ;   7478;   0.2;  0.2; 1991;     8
     123;     4501;SR   ;CO     ;   4501;   1.3;  1.3; 1982;     7
     123;    10732;UR   ;CO     ;   6231;   0.1;  0.1; 2000;     1
     123;    14947;UR   ;CO     ;   4215;      ;     ; 2011;    12
     124;     9621;UR   ;EV     ;   9621;   0.1;  0.1; 1997;     3
     124;    14957;UR   ;EV     ;   5336;      ;     ; 2011;    12
     125;    11060;UR   ;EV     ;  11060;   0.2;  0.2; 2001;    11
     127;      171;SC   ;CO     ;    171;   1.3;  1.3; 1970;     6
     127;     7630;SR   ;EV     ;   7459;  -0.1; -0.1; 1992;     1
     127;     8585;SC   ;EV     ;    955;   0.1;  0.1; 1994;    11
     127;    12000;SR   ;EV     ;   3415;   0.1;  0.1; 2004;     8
     127;    13423;SC   ;EV     ;   1423;   0.1;  0.0; 2008;    11
     127;    14515;UR   ;CO     ;   1092;      ;     ; 2011;    12
     129;     5181;SC   ;EV     ;   5181;  -0.2; -0.1; 1984;     4
     129;     5808;UR   ;EV     ;    627;  -0.2; -0.2; 1986;     2
     129;     6243;SR   ;EV     ;    435;  -0.1; -0.1; 1987;     5
     129;    11244;SC   ;EV     ;   5001;   0.1;  0.1; 2001;     2
     130;     4254;SC   ;CO     ;   4254;  -0.2; -0.3; 1981;    10
     130;     4444;SR   ;EV     ;    190;   0.1;  0.1; 1982;     4
     131;     2447;UR   ;EV     ;   2447;  -0.1; -0.1; 1976;    12
     131;    11668;SR   ;CO     ;   9221;  -0.3; -0.3; 2003;     9
     132;      464;SR   ;CO     ;    464;  -0.2; -0.2; 1971;     4
     133;     6001;SC   ;EV     ;   6001;  -0.1; -0.1; 1987;     2
     135;     5361;SC   ;EV     ;   5361;   0.1;  0.1; 1984;    10
     135;     9857;UR   ;EV     ;   4496;  -0.4; -0.4; 1997;     3
     135;    15043;UR   ;EV     ;   5186;      ;     ; 2011;    12
     136;      468;SC   ;EV     ;    468;   0.0; -0.1; 1971;     4
     136;      986;SR   ;EV     ;    518;  -0.1;  0.0; 1972;    10
     136;     3830;UR   ;EV     ;   2844;  -0.1; -0.1; 1980;     9
     136;    10308;SC   ;EV     ;   6478;   0.1;  0.0; 1999;     3
     136;    13441;SR   ;CO     ;   3133;  -0.2; -0.2; 2008;     4
     137;     8551;SR   ;CO     ;   8551;  -0.7; -0.7; 1994;     9
     138;    11244;SR   ;CO     ;  11244;  -0.5; -0.5; 2005;     8
     139;     3337;UR   ;EV     ;   3337;  -0.1; -0.1; 1979;     3
     140;     4046;UR   ;EV     ;   4046;   0.6;  0.6; 1981;     4
     140;     4328;SR   ;CO     ;    282;  -1.5; -1.5; 1982;     1
     140;    12730;SR   ;CO     ;   8402;  -1.5; -1.5; 2009;     2
     141;      172;SC   ;CO     ;    172;   1.0;  1.0; 1970;     6
     141;     6196;SR   ;CO     ;   6024;  -1.3; -1.3; 1987;     6
     142;     9858;UR   ;EV     ;   9858;  -0.1; -0.1; 1997;     8
     142;    10478;SR   ;CO     ;    620;   0.5;  0.5; 1999;     5
     142;    12333;SC   ;EV     ;   1855;   0.1;  0.1; 2004;    10
     142;    12727;SC   ;EV     ;    394;  -0.1; -0.1; 2005;    12
     143;     6673;UR   ;EV     ;   6673;  -0.1; -0.1; 1988;     8
     143;     6748;SC   ;CO     ;     75;  -0.5; -0.5; 1988;    11
     143;     8292;SC   ;CO     ;   1544;  -0.7; -0.7; 1993;     2
     145;      194;UR   ;EV     ;    194;   0.1;  0.0; 1970;    10
     145;     4935;UR   ;EV     ;   4741;   0.0;  0.1; 1988;     6
     145;     6050;SR   ;CO     ;   1115;   0.7;  0.7; 1991;     7
     146;     4103;SC   ;EV     ;   4103;   0.1;  0.1; 1981;     3
     146;     9129;SC   ;EV     ;   5026;   0.1;  0.0; 1994;    12
     146;     9311;UR   ;EV     ;    182;   0.2;  0.2; 1998;     8
     147;     7584;SR   ;CO     ;   7584;  -0.5; -0.5; 1991;     2
     147;     8712;SC   ;CO     ;   1128;  -1.2; -1.2; 1994;     7
     147;     9538;UR   ;EV     ;    826;  -0.4; -0.4; 1997;     1
     147;    11083;SR   ;EV     ;   1545;   0.0; -0.1; 2001;     9
     147;    12881;SC   ;CO     ;   1798;   1.3;  1.3; 2006;    10
     148;      434;SC   ;EV     ;    434;   0.1;  0.1; 1971;     3
     148;     8419;SC   ;EV     ;   7985;  -0.1;  0.0; 1993;     6
     148;    10297;SR   ;EV     ;   1878;  -0.1; -0.1; 1998;     8
     149;      367;UR   ;EV     ;    367;   0.0;  0.0; 1971;     2
     150;     3121;SC   ;EV     ;   3121;   0.1;  0.1; 1979;     6
     151;     5355;UR   ;EV     ;   5355;  -0.1; -0.1; 1984;    11
     152;     5772;SC   ;CO     ;   5772;   1.5;  1.5; 1985;    10
     152;     5962;UR   ;EV     ;    190;  -0.2; -0.2; 1986;     4
     153;    10715;SR   ;CO     ;  10715;  -0.5; -0.5; 2003;     1
     155;     2490;SR   ;CO     ;   2490;  -1.2; -1.3; 1977;     9
     155;     3200;UR   ;CO     ;    710;   0.0;  0.1; 1979;    10
     155;     5929;SR   ;EV     ;   2729;   0.1;  0.0; 1987;     7
     155;    10806;SR   ;CO     ;   4877;   0.8;  0.8; 2001;     9
     156;     3264;SC   ;CO     ;   3264;  -1.0; -1.0; 1979;     2
     156;     8890;SC   ;CO     ;   5626;   0.5;  0.4; 1994;    10
     156;     8911;SR   ;EV     ;     21;   0.1;  0.1; 1994;    11
     157;      225;SC   ;CO     ;    225;  -0.8; -0.8; 1970;     8
     157;      998;SC   ;CO     ;    773;  -0.3; -0.2; 1972;     9
     157;     4786;SR   ;CO     ;   3788;   0.5;  0.5; 1983;     5
     157;     7192;UR   ;EV     ;   2406;  -0.2; -0.2; 1990;     2
     157;    10323;SC   ;EV     ;   3131;   0.1;  0.1; 2004;     9
     158;    10307;UR   ;CO     ;  10307;   0.1;  0.1; 1998;     3
     158;    15336;UR   ;CO     ;   5029;      ;     ; 2011;    12
     160;     1958;SR   ;CO     ;   1958;   1.5;  1.5; 1975;     6
     160;     6918;SC   ;EV     ;   4960;  -0.1; -0.1; 1989;     7
     160;     8688;SC   ;EV     ;   1770;   0.0; -0.1; 1994;     8
     160;    10342;UR   ;EV     ;   1654;   0.0;  0.0; 1999;     3
     161;      127;SR   ;EV     ;    127;   0.0;  0.0; 1970;     5
     161;     8514;SR   ;EV     ;   8387;   0.2;  0.2; 1994;     2
     161;     9803;UR   ;EV     ;   1289;  -0.4; -0.4; 1997;     8
     161;    11840;SC   ;EV     ;   2037;  -0.1; -0.1; 2003;    11
     162;     2016;SR   ;CO     ;   2016;   1.6;  1.6; 1975;     7
     163;     3502;SC   ;EV     ;   3502;   0.1;  0.1; 1980;     5
     163;     9170;UR   ;EV     ;   5668;  -0.1; -0.1; 1997;     8
     164;      262;UR   ;CO     ;    262;   0.1;  0.1; 1970;     9
     164;     4846;UR   ;CO     ;   4584;   0.1;  0.1; 1983;     9
     164;     8881;SR   ;EV     ;   4035;   0.0; -0.1; 1995;    12
     164;    10122;SR   ;CO     ;   1241;   0.3;  0.3; 1999;    12
     165;     6458;SR   ;EV     ;   6458;   0.2;  0.1; 1987;     9
     165;     8191;SR   ;CO     ;   1733;  -1.3; -1.4; 1992;     6
     165;     8290;SC   ;EV     ;     99;  -0.3; -0.2; 1992;     9
     165;     8449;SR   ;CO     ;    159;  -1.5; -1.5; 1993;     2
