 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      23;     9022;UR   ;EV     ;    875;   0.2;  0.2; 1998;     1
      23;    12716;UR   ;EV     ;   3694;      ;     ; 2011;    12
      24;      497;UR   ;CO     ;    497;   0.6;  0.6; 1971;     7
      24;     7421;UR   ;CO     ;   6924;   0.6;  0.6; 1990;    11
      24;     9924;SR   ;EV     ;   2503;   0.4;  0.4; 1998;     2
      25;     8791;SC   ;EV     ;   8791;   0.0;  0.1; 1995;     6
      25;    12260;UR   ;CO     ;   3469;   0.1;  0.0; 2005;     4
      25;    14575;UR   ;CO     ;   2315;      ;     ; 2011;    12
      27;     4211;UR   ;EV     ;   4211;   0.5;  0.6; 1981;    11
      27;     5359;SC   ;EV     ;   1148;   0.0; -0.1; 1985;     3
      28;     9590;SR   ;EV     ;   9590;   0.3;  0.2; 1999;     4
      29;     2682;SC   ;CO     ;   2682;   1.3;  1.3; 1978;     3
      31;     2260;UR   ;EV     ;   2260;   0.4;  0.4; 1976;     3
      31;     2682;SR   ;EV     ;    422;   0.3;  0.3; 1977;     5
      31;     3429;SR   ;CO     ;    747;  -1.5; -1.5; 1979;     7
      31;     5428;SR   ;EV     ;   1999;  -0.3; -0.3; 1985;     7
      33;    11577;SC   ;EV     ;  11577;   0.0;  0.1; 2006;    10
      34;     9356;UR   ;CO     ;   9356;   0.2;  0.2; 1997;     2
      34;    10950;SC   ;CO     ;   1594;   0.0; -0.1; 2001;     9
      34;    14609;UR   ;CO     ;   3659;      ;     ; 2011;    12
      35;     6346;UR   ;EV     ;   6346;  -0.2; -0.1; 1991;     8
      35;     9148;SR   ;CO     ;   2802;  -1.2; -1.3; 2001;     4
      36;     6478;SC   ;EV     ;   6478;   0.0;  0.1; 1988;     3
      37;      233;SR   ;EV     ;    233;   0.2;  0.1; 1970;     8
      37;     4641;UR   ;EV     ;   4408;  -0.8; -0.7; 1982;    11
      37;     7603;SR   ;CO     ;   2962;  -0.2; -0.3; 1991;     3
      37;    10080;SC   ;EV     ;   2477;   0.0;  0.1; 1998;     3
      38;     3650;SC   ;CO     ;   3650;  -1.0; -1.0; 1980;     1
      38;     6029;UR   ;EV     ;   2379;  -0.1; -0.1; 1986;    11
      38;     6578;SR   ;CO     ;    549;  -0.8; -0.8; 1988;     5
      38;     7922;SC   ;EV     ;   1344;  -0.2; -0.2; 1992;     5
      38;     7922;SC   ;EV     ;      0;  -0.1; -0.1; 1992;     5
      39;     3395;UR   ;CO     ;   3395;   0.1;  0.1; 1979;     6
      39;     4584;SC   ;EV     ;   1189;  -0.1; -0.2; 1982;    11
      40;     6318;UR   ;EV     ;   6318;  -0.1; -0.1; 1987;     4
      41;     3258;SC   ;EV     ;   3258;  -0.1; -0.2; 1979;     5
      41;     8012;SR   ;EV     ;   4754;  -0.1; -0.1; 1992;    11
      42;     6460;SC   ;EV     ;   6460;   0.1;  0.1; 1987;    11
      42;     7585;SR   ;EV     ;   1125;  -1.2; -1.2; 1991;     3
      42;     7890;SR   ;EV     ;    305;   1.2;  1.2; 1992;     2
      42;     8279;SC   ;EV     ;    389;   0.1;  0.1; 1993;     4
      43;      657;SC   ;EV     ;    657;  -0.1; -0.2; 1971;    10
      43;     2461;UR   ;EV     ;   1804;   0.1;  0.2; 1976;    12
      43;     7012;SR   ;EV     ;   4551;  -0.1; -0.1; 1989;     8
      44;     1680;SR   ;EV     ;   1680;  -0.1; -0.1; 1974;     8
      45;     4329;SR   ;EV     ;   4329;   3.1;  3.1; 1982;     6
      45;     8716;SC   ;EV     ;   4387;   0.0;  0.1; 1996;     1
      45;     9029;UR   ;CO     ;    313;   0.1;  0.0; 1997;     1
      45;    12918;UR   ;CO     ;   3889;   0.1;  0.1; 2009;    12
      46;      668;SC   ;CO     ;    668;  -1.0; -1.0; 1971;    11
      47;     1554;SC   ;EV     ;   1554;   0.1;  0.2; 1974;     4
      47;     1784;SC   ;EV     ;    230;  -0.1; -0.2; 1974;    11
      47;     3253;UR   ;EV     ;   1469;   0.7;  0.7; 1979;     1
      48;      388;SR   ;CO     ;    388;   0.5;  0.4; 1971;     1
      48;      825;SR   ;CO     ;    437;  -0.9; -0.9; 1972;     5
      49;     8323;UR   ;EV     ;   8323;  -0.2; -0.2; 1998;     3
      49;     8350;SR   ;EV     ;     27;   0.6;  0.6; 1998;     5
      49;     8540;SC   ;EV     ;    190;  -0.1; -0.1; 1999;     5
      50;     1209;SR   ;CO     ;   1209;  -0.5; -0.5; 1973;     6
      50;     3601;SR   ;CO     ;   2392;  -1.2; -1.2; 1980;     5
      50;    14017;UR   ;CO     ;  10416;      ;     ; 2011;    12
      52;     2443;SC   ;EV     ;   2443;   0.0; -0.1; 1976;    12
      52;    10571;UR   ;EV     ;   8128;  -0.2; -0.1; 2000;     6
      52;    10704;SC   ;EV     ;    133;   0.0; -0.1; 2000;    10
      52;    13660;SR   ;CO     ;   2956;   0.3;  0.3; 2009;     3
      53;    11270;SR   ;EV     ;  11270;   1.0;  1.0; 2003;     2
      54;     2779;SR   ;CO     ;   2779;  -1.0; -1.0; 1979;     6
      54;     2785;SR   ;EV     ;      6;  -0.1; -0.1; 1979;     6
      54;     3590;SR   ;EV     ;    805;   0.1;  0.1; 1983;     3
      54;    10069;SC   ;EV     ;   6479;   0.1;  0.2; 2003;     9
      54;    10860;SC   ;EV     ;    791;  -0.2; -0.2; 2007;     1
      55;     5856;SC   ;EV     ;   5856;  -0.1; -0.1; 1986;    11
      55;     8325;UR   ;CO     ;   2469;   0.1;  0.1; 2001;     1
      55;    10236;SC   ;EV     ;   1911;  -0.1; -0.1; 2007;     2
      56;     3250;SR   ;CO     ;   3250;  -0.8; -0.8; 1978;    12
      56;     9096;UR   ;CO     ;   5846;   0.2;  0.2; 1995;     5
      56;    14884;UR   ;CO     ;   5788;      ;     ; 2011;    12
      57;     6937;UR   ;CO     ;   6937;   0.1;  0.0; 1989;     7
      57;    11231;SC   ;EV     ;   4294;   0.1;  0.2; 2001;     5
      58;     7739;SR   ;EV     ;   7739;   0.4;  0.4; 1991;    11
      58;     8796;UR   ;CO     ;   1057;   0.1;  0.1; 1994;    12
      59;     3521;SR   ;EV     ;   3521;  -0.4; -0.5; 1979;     9
      59;     5225;UR   ;EV     ;   1704;  -0.2; -0.1; 1984;     8
      59;     5282;SR   ;EV     ;     57;   0.4;  0.4; 1984;    10
      60;     6766;SC   ;CO     ;   6766;  -1.2; -1.2; 1988;    12
      61;     4548;SR   ;CO     ;   4548;   1.3;  1.2; 1982;     8
      61;     7625;UR   ;EV     ;   3077;   0.0;  0.1; 1991;     4
      62;     1673;SR   ;EV     ;   1673;  -0.1; -0.1; 1974;     8
      62;     2826;UR   ;EV     ;   1153;   0.4;  0.4; 1977;     9
      62;     3581;SR   ;EV     ;    755;   0.1;  0.1; 1979;    10
      62;     4905;SR   ;EV     ;   1324;  -0.1; -0.1; 1983;     6
      63;       86;SC   ;CO     ;     86;   0.4;  0.4; 1970;     3
      63;      846;SC   ;EV     ;    760;  -0.1; -0.1; 1972;     4
      63;     8740;SC   ;EV     ;   7894;  -0.1; -0.2; 1994;     2
      63;     8864;UR   ;CO     ;    124;   0.1;  0.1; 1994;     6
      63;    12411;UR   ;CO     ;   3547;   0.1;  0.1; 2004;     5
      63;    13108;SR   ;EV     ;    697;  -0.1; -0.1; 2006;     5
      63;    13510;SR   ;EV     ;    402;   0.1;  0.1; 2007;     6
      65;     3815;SC   ;EV     ;   3815;   0.0; -0.1; 1980;     6
      65;     8135;SR   ;EV     ;   4320;   0.1;  0.1; 1993;     3
      65;     9255;SR   ;EV     ;   1120;  -0.1; -0.2; 1996;     8
      65;     9798;SC   ;EV     ;    543;   0.0;  0.1; 1998;     5
      67;     4176;SR   ;CO     ;   4176;  -1.2; -1.2; 1982;     5
      69;      927;UR   ;EV     ;    927;  -0.5; -0.5; 1972;     7
      69;      951;SR   ;EV     ;     24;  -1.8; -1.8; 1972;     8
      69;     2929;SR   ;EV     ;   1978;   1.8;  1.8; 1978;     3
      69;     6752;SR   ;EV     ;   3823;  -1.8; -1.8; 1988;    12
      69;     9169;SR   ;EV     ;   2417;   1.8;  1.8; 1997;     8
      70;     5571;SC   ;EV     ;   5571;  -0.1; -0.2; 1985;     6
      70;     7497;SC   ;CO     ;   1926;   0.5;  0.6; 1990;     9
      70;     9106;UR   ;CO     ;   1609;   0.1;  0.0; 1995;     3
      70;    14403;UR   ;CO     ;   5297;   0.1;  0.1; 2009;    12
      72;     9207;SR   ;CO     ;   9207;   0.8;  0.8; 1995;     3
      73;     4452;UR   ;EV     ;   4452;  -0.8; -0.7; 1982;    11
      74;     7720;SR   ;CO     ;   7720;   0.3;  0.3; 1991;     2
      74;    11182;SR   ;EV     ;   3462;  -0.2; -0.2; 2004;     1
      74;    11524;SC   ;CO     ;    342;   1.3;  1.3; 2007;     8
      75;     2223;SR   ;EV     ;   2223;   0.1;  0.1; 1976;     3
      75;     9098;SR   ;CO     ;   6875;   0.5;  0.5; 1995;    12
      76;     5079;SC   ;EV     ;   5079;   0.0;  0.1; 1984;     5
      76;     8010;UR   ;EV     ;   2931;   0.0; -0.1; 1993;    12
      77;     6877;SC   ;CO     ;   6877;   1.5;  1.5; 1989;     4
      77;    13091;SR   ;EV     ;   6214;   0.1;  0.1; 2006;     6
      78;     3111;SC   ;EV     ;   3111;   0.0; -0.1; 1978;     8
      78;     4270;SR   ;EV     ;   1159;   0.1;  0.1; 1981;    10
      78;     4774;SR   ;EV     ;    504;   0.0; -0.1; 1983;     3
      78;     7242;UR   ;CO     ;   2468;   0.2;  0.2; 1990;     9
      78;    11329;SC   ;CO     ;   4087;   1.5;  1.5; 2002;    12
      78;    13031;UR   ;CO     ;   1702;   0.1;  0.1; 2008;     2
      79;     6895;UR   ;EV     ;   6895;  -0.2; -0.2; 1989;     3
      80;     8043;SC   ;EV     ;   8043;   0.0;  0.1; 1992;     7
      81;     9183;SC   ;EV     ;   9183;   0.0; -0.1; 1995;     7
      82;     5270;SR   ;EV     ;   5270;  -0.4; -0.4; 1984;     6
      83;    13611;SR   ;CO     ;  13611;   1.0;  1.0; 2008;     7
      84;      876;SC   ;EV     ;    876;  -0.1; -0.2; 1972;     5
      84;     7166;UR   ;EV     ;   6290;   0.1;  0.1; 1989;     8
      85;     7888;SC   ;EV     ;   7888;   0.0;  0.1; 1992;     3
      86;     4933;SR   ;EV     ;   4933;   0.1;  0.2; 1983;    12
      86;     6106;SC   ;CO     ;   1173;   1.5;  1.4; 1987;     2
      86;     6959;UR   ;EV     ;    853;  -0.4; -0.4; 1989;     6
      86;    12514;SC   ;EV     ;   5555;  -0.1; -0.2; 2004;    11
      87;     8665;SC   ;CO     ;   8665;  -0.5; -0.5; 1996;     6
      87;     9086;UR   ;EV     ;    421;  -0.2; -0.2; 1997;     8
      87;    11589;SR   ;EV     ;   2503;   0.4;  0.4; 2005;     9
      88;     4407;UR   ;EV     ;   4407;   0.5;  0.5; 1982;     4
      89;     1682;SC   ;EV     ;   1682;  -0.1; -0.2; 1974;     8
      89;     5520;UR   ;CO     ;   3838;   0.0; -0.1; 1985;    12
      89;     5922;SR   ;CO     ;    402;   1.1;  1.2; 1987;     3
      89;     9231;SC   ;EV     ;   3309;   0.1;  0.1; 1997;     8
      90;     3845;SC   ;EV     ;   3845;  -0.1; -0.1; 1980;    11
      90;     5424;SC   ;EV     ;   1579;  -0.1; -0.2; 1985;     8
      90;    10347;UR   ;EV     ;   4923;   0.1;  0.1; 2001;    11
      90;    11684;SC   ;CO     ;   1337;   1.0;  1.0; 2006;     5
      90;    12168;SR   ;CO     ;    484;  -0.7; -0.7; 2007;    11
      91;       13;SC   ;EV     ;     13;   0.1;  0.1; 1970;     1
      91;     4001;UR   ;EV     ;   3988;  -0.9; -0.9; 1982;     9
      91;     8897;UR   ;EV     ;   4896;   0.0; -0.1; 1998;     8
      92;     3634;SC   ;EV     ;   3634;  -0.1; -0.1; 1980;     3
      93;     6334;UR   ;EV     ;   6334;   0.1;  0.1; 1987;     6
      95;     2953;SR   ;CO     ;   2953;  -0.7; -0.8; 1978;     2
      95;    11857;SR   ;EV     ;   8904;   0.1;  0.1; 2002;     7
      96;      322;SC   ;EV     ;    322;  -0.1; -0.2; 1970;    11
      96;     5484;UR   ;EV     ;   5162;  -0.6; -0.6; 1986;     2
      97;     6800;SC   ;EV     ;   6800;   0.0;  0.1; 1988;     8
      98;     4950;SC   ;CO     ;   4950;   1.2;  1.2; 1983;     7
      98;     6742;SR   ;CO     ;   1792;  -1.5; -1.5; 1988;     6
      98;    10687;UR   ;EV     ;   3945;   0.3;  0.3; 1999;     4
      99;      364;SC   ;CO     ;    364;  -1.5; -1.5; 1970;    12
      99;     3048;SC   ;CO     ;   2684;  -1.3; -1.2; 1978;     5
      99;     7750;SR   ;EV     ;   4702;   0.1;  0.1; 1991;     3
      99;     8122;SR   ;EV     ;    372;  -0.1;  0.0; 1992;     3
      99;    11202;SC   ;CO     ;   3080;  -1.3; -1.3; 2000;     9
      99;    13716;SC   ;EV     ;   2514;   0.0; -0.1; 2007;     8
     100;     2937;SC   ;EV     ;   2937;   0.1;  0.1; 1978;     1
     100;     3805;SC   ;EV     ;    868;  -0.1; -0.1; 1980;     6
     100;    10156;SR   ;CO     ;   6351;  -1.0; -1.0; 1999;     3
     101;     4222;SR   ;CO     ;   4222;  -0.7; -0.7; 1981;    10
     104;     3247;SR   ;EV     ;   3247;   0.5;  0.5; 1978;    11
     105;     3331;SR   ;EV     ;   3331;  -0.1; -0.1; 1979;     3
     105;     4578;UR   ;EV     ;   1247;  -0.4; -0.4; 1982;     9
     106;     6166;SR   ;EV     ;   6166;  -0.1; -0.1; 1989;     2
     106;     8446;SC   ;CO     ;   2280;   0.8;  0.8; 1997;     2
     106;    12012;UR   ;CO     ;   3566;   0.1;  0.1; 2009;    12
     108;     6522;SR   ;EV     ;   6522;   0.1;  0.0; 1987;    12
     109;     4347;SC   ;EV     ;   4347;   0.0;  0.1; 1986;    12
     109;     8778;SC   ;EV     ;   4431;   0.0; -0.1; 1999;    11
     111;     3613;SR   ;CO     ;   3613;  -0.4; -0.4; 1979;    12
     111;     8408;SR   ;EV     ;   4795;  -0.1; -0.1; 1993;     8
     112;     1763;SC   ;EV     ;   1763;   0.0;  0.1; 1974;    11
     112;     2374;SC   ;EV     ;    611;   0.0; -0.1; 1976;     7
     112;     2976;SC   ;CO     ;    602;  -1.2; -1.3; 1978;     3
     112;     6682;SC   ;CO     ;   3706;  -0.5; -0.5; 1989;    12
     113;      290;SR   ;CO     ;    290;  -0.7; -0.8; 1970;    10
     113;      373;SC   ;EV     ;     83;   0.1;  0.2; 1971;     1
     113;     1992;UR   ;CO     ;   1619;   0.2;  0.2; 1975;     6
     113;     8135;UR   ;CO     ;   6143;   0.3;  0.3; 1992;     5
     114;      599;SR   ;EV     ;    599;  -0.2; -0.1; 1971;     8
     114;     2075;UR   ;EV     ;   1476;  -0.3; -0.3; 1975;     9
     114;     3120;SC   ;EV     ;   1045;   0.0; -0.1; 1978;     7
     114;     4579;SR   ;EV     ;   1459;   0.2;  0.2; 1982;    11
     115;     2599;SR   ;EV     ;   2599;   0.2;  0.2; 1977;     4
     116;      335;SR   ;EV     ;    335;   0.0; -0.1; 1970;    12
     116;     1702;SR   ;CO     ;   1367;  -1.5; -1.5; 1974;    11
     116;     3559;SR   ;CO     ;   1857;  -0.5; -0.5; 1980;     4
     116;     7739;UR   ;EV     ;   4180;  -0.6; -0.5; 1993;     6
     116;     8037;SC   ;EV     ;    298;   0.1;  0.1; 1994;     4
     117;     7085;SR   ;EV     ;   7085;  -0.1; -0.1; 1989;     9
     117;     8831;SR   ;EV     ;   1746;   0.1;  0.1; 1994;     7
     118;      502;SC   ;CO     ;    502;   0.5;  0.5; 1971;     5
     118;     8102;SC   ;EV     ;   7600;   0.0; -0.1; 1992;     3
     119;     1665;SC   ;EV     ;   1665;  -0.2; -0.2; 1974;     8
     119;     2214;SC   ;EV     ;    549;  -0.1; -0.2; 1976;     2
     119;     2698;SR   ;CO     ;    484;  -0.5; -0.5; 1977;     6
     119;     5756;SC   ;EV     ;   3058;   0.0;  0.1; 1985;    12
     119;     9360;UR   ;EV     ;   3604;   0.7;  0.7; 1996;     3
     120;     5925;SC   ;CO     ;   5925;   0.5;  0.5; 1986;     6
     120;     8237;SC   ;CO     ;   2312;   0.3;  0.3; 1992;    11
     121;     4192;SR   ;EV     ;   4192;   0.1;  0.1; 1981;     8
     121;     6478;SC   ;EV     ;   2286;   0.1;  0.1; 1988;     8
     122;     2328;SC   ;EV     ;   2328;  -0.2; -0.3; 1976;     8
     122;     5127;UR   ;EV     ;   2799;   0.0;  0.1; 1984;     7
     122;     7690;SC   ;EV     ;   2563;  -0.2; -0.3; 1991;    12
     122;    10324;SR   ;CO     ;   2634;   1.0;  1.0; 1999;     7
     123;      592;SR   ;EV     ;    592;   0.0; -0.1; 1971;     8
     123;    11853;SR   ;CO     ;  11261;   0.3;  0.3; 2005;     8
     125;     7888;SC   ;CO     ;   7888;  -1.0; -1.0; 1992;     4
     127;     8911;SR   ;EV     ;   8911;   0.0; -0.1; 1997;    12
     127;     9199;UR   ;EV     ;    288;  -0.1; -0.1; 1999;     5
     128;      922;SR   ;EV     ;    922;   0.1;  0.1; 1972;     7
     128;     4396;SR   ;EV     ;   3474;   0.0;  0.1; 1982;    10
     128;     7294;SC   ;EV     ;   2898;   0.0; -0.1; 1991;     9
     128;    11043;UR   ;EV     ;   3749;   0.7;  0.6; 2004;     2
     128;    11368;SR   ;EV     ;    325;   0.1;  0.1; 2005;     1
     128;    13623;UR   ;EV     ;   2255;      ;     ; 2011;    12
     129;     9481;UR   ;EV     ;   9481;   0.3;  0.3; 1997;     1
     129;    13706;SR   ;EV     ;   4225;   0.1;  0.1; 2008;    10
     130;     2067;SR   ;CO     ;   2067;  -1.0; -1.0; 1975;     9
     130;     7039;UR   ;EV     ;   4972;  -0.4; -0.4; 1989;     8
     130;     9573;SC   ;CO     ;   2534;   1.0;  1.0; 1996;    10
     131;      436;SC   ;EV     ;    436;  -0.1; -0.2; 1971;     3
     131;     8095;SC   ;CO     ;   7659;   1.0;  1.0; 1992;     3
     132;      746;SR   ;CO     ;    746;   0.5;  0.5; 1972;     1
     132;     4140;UR   ;EV     ;   3394;  -0.8; -0.8; 1981;     7
     133;    10177;SC   ;CO     ;  10177;   1.0;  1.0; 1997;    11
     133;    11731;SC   ;CO     ;   1554;  -1.5; -1.5; 2002;     2
     134;     6892;SR   ;CO     ;   6892;  -0.2; -0.2; 1989;     1
     136;     2509;UR   ;CO     ;   2509;   0.2;  0.2; 1976;    11
     136;     7933;UR   ;CO     ;   5424;   0.3;  0.3; 1993;     1
     136;    10025;SR   ;CO     ;   2092;   0.7;  0.7; 1999;     3
     136;    11102;SR   ;EV     ;   1077;   0.1;  0.1; 2002;     8
     137;     2048;SC   ;EV     ;   2048;   0.0; -0.1; 1975;     8
     137;     2865;SR   ;CO     ;    817;  -0.2; -0.3; 1978;     1
     137;     8626;SR   ;EV     ;   5761;   0.0;  0.0; 1994;     9
     138;     4762;SR   ;EV     ;   4762;  -0.2; -0.2; 1983;     1
     138;     9917;SC   ;CO     ;   5155;   1.2;  1.2; 1997;     3
     138;    10099;SR   ;CO     ;    182;  -1.0; -1.0; 1997;     9
     138;    13024;SC   ;EV     ;   2925;  -0.1; -0.1; 2005;     9
     138;    13075;SC   ;EV     ;     51;   0.1;  0.1; 2005;    11
     138;    14511;SR   ;EV     ;   1436;   0.2;  0.2; 2009;    10
     139;    11998;SR   ;CO     ;  11998;   0.8;  0.8; 2006;    12
     140;       49;SR   ;CO     ;     49;   1.3;  1.3; 1970;     2
     140;     2236;SC   ;EV     ;   2187;   0.0;  0.1; 1976;     3
     140;     8224;SR   ;CO     ;   5988;   0.5;  0.5; 1993;     6
     140;     8631;SC   ;EV     ;    407;   0.0; -0.1; 1994;     8
     140;     9990;UR   ;CO     ;   1359;   0.0;  0.1; 1998;    11
     140;    11099;SR   ;EV     ;   1109;   0.1;  0.1; 2002;     4
     140;    13953;UR   ;CO     ;   2854;      ;     ; 2011;    12
     141;     5649;SR   ;CO     ;   5649;   1.3;  1.3; 1986;     8
     142;     2548;SC   ;CO     ;   2548;   1.0;  1.0; 1977;     1
     142;     8087;SR   ;EV     ;   5539;   0.1;  0.1; 1993;     1
     143;     3531;UR   ;CO     ;   3531;   0.1;  0.1; 1980;     4
     143;     8460;UR   ;CO     ;   4929;   0.1;  0.1; 1994;     9
     143;     9508;SR   ;CO     ;   1048;   0.2;  0.2; 1997;    11
     144;     2661;SR   ;EV     ;   2661;   0.1;  0.1; 1977;     6
     144;     2931;SR   ;EV     ;    270;  -0.1; -0.1; 1978;     3
     144;     4785;SR   ;EV     ;   1854;   0.1;  0.1; 1984;     2
     145;     9693;SR   ;EV     ;   9693;   0.0; -0.1; 1996;     7
     145;     9834;SC   ;CO     ;    141;   1.5;  1.6; 1996;    12
     145;    10835;UR   ;EV     ;   1001;  -0.1; -0.2; 1999;     9
     145;    15336;UR   ;EV     ;   4501;      ;     ; 2011;    12
     146;      380;SC   ;CO     ;    380;  -1.0; -1.0; 1971;     1
     146;     3987;SR   ;EV     ;   3607;  -0.1; -0.1; 1980;    12
     146;     6200;SR   ;EV     ;   2213;   0.1;  0.0; 1990;    11
     146;     8479;UR   ;EV     ;   2279;  -0.1; -0.1; 1998;     9
     146;    10155;SC   ;EV     ;   1676;   0.0;  0.1; 2005;     6
     147;     2379;SR   ;EV     ;   2379;   0.2;  0.2; 1976;     9
     147;     2885;UR   ;EV     ;    506;  -0.1;  0.0; 1978;     2
     147;     3159;SC   ;EV     ;    274;  -0.1; -0.2; 1978;    11
     149;     4489;SR   ;CO     ;   4489;   0.3;  0.3; 1982;     4
     149;     6799;SC   ;CO     ;   2310;  -1.3; -1.3; 1988;     8
     149;     9982;UR   ;EV     ;   3183;  -0.3; -0.3; 1997;     9
     150;     1272;SC   ;EV     ;   1272;   0.0; -0.1; 1973;    12
     150;     2032;SC   ;EV     ;    760;   0.0;  0.1; 1976;     4
     150;     8469;UR   ;EV     ;   6437;  -0.4; -0.4; 1995;    12
