 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      48;     9514;SC   ;EV     ;   2725;  -0.2; -0.2; 1999;    12
      48;    11584;SR   ;EV     ;   2070;   0.1;  0.1; 2008;    10
      49;     3120;SC   ;EV     ;   3120;   0.0;  0.1; 1979;     3
      49;     4922;SR   ;CO     ;   1802;  -0.2; -0.3; 1985;    11
      49;     7921;SC   ;EV     ;   2999;  -0.1; -0.1; 1996;    11
      49;     8684;SR   ;EV     ;    763;  -0.5; -0.5; 1999;    10
      49;     9618;SR   ;EV     ;    934;   0.5;  0.5; 2002;    10
      50;      662;SC   ;EV     ;    662;  -0.1; -0.1; 1971;    11
      50;     2310;SR   ;EV     ;   1648;  -0.7; -0.7; 1976;     8
      50;     3394;SR   ;EV     ;   1084;   0.7;  0.7; 1979;    10
      50;     4733;SC   ;CO     ;   1339;   1.0;  1.0; 1983;     8
      50;     7825;SR   ;CO     ;   3092;   1.0;  1.0; 1992;     3
      51;     3490;SR   ;EV     ;   3490;  -0.1; -0.1; 1979;    11
      51;     9868;SR   ;EV     ;   6378;   0.1;  0.1; 1997;     6
      51;    10903;SR   ;EV     ;   1035;  -0.1; -0.1; 2000;     4
      52;     4914;SC   ;EV     ;   4914;  -0.1; -0.1; 1984;     4
      53;     6262;SC   ;EV     ;   6262;   0.0; -0.1; 1988;     5
      53;     8112;SR   ;EV     ;   1850;   1.0;  1.0; 1993;     9
      54;     4812;SR   ;CO     ;   4812;  -0.5; -0.5; 1987;     2
      54;     6539;SC   ;EV     ;   1727;   0.0;  0.1; 1992;     9
      54;    10107;SR   ;CO     ;   3568;  -0.3; -0.3; 2003;    11
      55;     4723;SC   ;CO     ;   4723;  -0.5; -0.5; 1983;     3
      55;     6464;SR   ;CO     ;   1741;  -0.5; -0.5; 1988;    11
      56;     6791;SC   ;CO     ;   6791;  -1.0; -1.1; 1988;     9
      56;     8428;SC   ;EV     ;   1637;   0.0;  0.1; 1993;     6
      56;    10935;SR   ;EV     ;   2507;   0.1;  0.1; 2000;    10
      57;     7917;SR   ;CO     ;   7917;  -1.5; -1.5; 1992;     4
      57;    10435;SR   ;CO     ;   2518;   0.8;  0.8; 1999;     3
      58;     7922;SR   ;EV     ;   7922;   0.3;  0.3; 1992;     5
      58;     8248;SC   ;CO     ;    326;   1.0;  1.0; 1993;     5
      58;    10764;SC   ;CO     ;   2516;   0.5;  0.5; 2000;     8
      59;     9306;SR   ;CO     ;   9306;   1.0;  1.0; 1996;     4
      59;    11916;SC   ;CO     ;   2610;  -1.5; -1.5; 2003;     8
      60;     9902;SR   ;CO     ;   9902;  -1.5; -1.5; 1997;     8
      61;     1480;SR   ;EV     ;   1480;  -0.1; -0.1; 1974;     2
      61;     2701;SC   ;CO     ;   1221;   1.5;  1.5; 1977;     6
      61;     4463;SR   ;EV     ;   1762;   0.1;  0.1; 1982;     5
      61;    11273;SR   ;EV     ;   6810;  -0.1; -0.1; 2002;     1
      61;    11685;SR   ;EV     ;    412;   0.1;  0.1; 2003;     6
      61;    12965;SR   ;EV     ;   1280;  -0.1; -0.1; 2007;     9
      62;     6827;SC   ;EV     ;   6827;  -0.1; -0.2; 1988;     9
      62;    11489;SR   ;CO     ;   4662;  -1.2; -1.2; 2001;     6
      63;     1565;SR   ;CO     ;   1565;  -1.2; -1.2; 1974;     4
      63;     1961;SR   ;EV     ;    396;  -0.1; -0.2; 1975;     5
      63;    11534;SR   ;CO     ;   9573;   0.2;  0.3; 2001;    12
      63;    11582;SR   ;EV     ;     48;   0.1;  0.1; 2002;     1
      64;     4715;SR   ;CO     ;   4715;   0.7;  0.7; 1983;     3
      65;     9754;SC   ;CO     ;   9754;   0.5;  0.5; 1998;     3
      66;     7593;SR   ;EV     ;   7593;   0.2;  0.2; 1991;    11
      66;     7965;SR   ;CO     ;    372;  -0.8; -0.8; 1992;    12
      67;      402;SC   ;CO     ;    402;  -1.0; -1.1; 1971;     2
      67;     5902;SC   ;EV     ;   5500;   0.0;  0.1; 1987;     6
      67;     9819;SC   ;CO     ;   3917;   1.5;  1.5; 1999;     3
      68;     5584;SR   ;EV     ;   5584;   0.2;  0.2; 1985;     7
      68;     7237;SR   ;EV     ;   1653;  -0.2; -0.2; 1990;     1
      68;    13461;SR   ;EV     ;   6224;   0.2;  0.2; 2007;     6
      69;     1808;SR   ;EV     ;   1808;   1.8;  1.8; 1975;     2
      69;     7619;SR   ;EV     ;   5811;  -1.8; -1.8; 1991;    10
      69;    11379;SR   ;EV     ;   3760;   1.8;  1.8; 2007;    11
      70;     1507;SR   ;EV     ;   1507;   0.1;  0.1; 1974;     2
      70;     9280;SR   ;EV     ;   7773;  -0.1; -0.1; 1995;     9
      71;      558;SC   ;EV     ;    558;   0.0; -0.1; 1971;     7
      72;     7041;SR   ;EV     ;   7041;  -0.1; -0.1; 1989;     4
      72;     9081;SR   ;EV     ;   2040;   0.2;  0.3; 1994;    11
      72;    11068;SC   ;EV     ;   1987;  -0.2; -0.2; 2000;     4
      72;    14389;SR   ;EV     ;   3321;  -0.1; -0.1; 2009;     5
      73;    12289;SR   ;EV     ;  12289;  -0.2; -0.2; 2004;     8
      73;    13375;SR   ;EV     ;   1086;   0.2;  0.2; 2007;     8
      74;     3383;SC   ;EV     ;   3383;  -0.1; -0.2; 1979;     4
      75;     1168;SR   ;EV     ;   1168;   0.1;  0.1; 1973;     4
      75;     4782;SR   ;EV     ;   3614;  -0.1; -0.1; 1983;     5
      75;     7359;SR   ;EV     ;   2577;   0.1;  0.1; 1990;    11
      76;      445;SC   ;CO     ;    445;   1.3;  1.3; 1971;     3
      77;     3662;SC   ;EV     ;   3662;  -0.1; -0.1; 1980;     6
      78;      786;SR   ;CO     ;    786;   0.3;  0.3; 1972;     3
      78;     3663;SC   ;CO     ;   2877;   0.5;  0.5; 1980;     2
      78;     4489;SR   ;EV     ;    826;   0.1;  0.1; 1982;     6
      78;     5270;SR   ;CO     ;    781;  -1.0; -1.0; 1984;     8
      78;     7237;SR   ;EV     ;   1967;  -0.1; -0.1; 1990;     8
      78;    12724;SR   ;CO     ;   5487;   0.5;  0.5; 2007;     3
      79;     2411;SR   ;EV     ;   2411;   0.2;  0.2; 1976;     8
      80;     1838;SC   ;EV     ;   1838;  -0.1; -0.1; 1975;     1
      80;     5262;SR   ;EV     ;   3424;   0.2;  0.3; 1984;     9
      80;     7664;SC   ;EV     ;   2402;  -0.1; -0.2; 1991;     6
      80;     9446;SR   ;CO     ;   1782;  -0.5; -0.4; 1996;     6
      80;     9568;SC   ;CO     ;    122;  -0.8; -0.8; 1996;    11
      81;      514;SC   ;EV     ;    514;   0.0;  0.1; 1971;     5
      81;     7748;SR   ;EV     ;   7234;   0.1;  0.2; 1991;     7
      81;    13618;SC   ;EV     ;   5870;  -0.1; -0.2; 2007;     9
      82;     5823;SR   ;EV     ;   5823;  -0.4; -0.4; 1985;    12
      82;    13424;SC   ;EV     ;   7601;   0.0; -0.1; 2006;    11
      82;    14265;SC   ;CO     ;    841;  -0.7; -0.7; 2009;     3
      83;      488;SC   ;EV     ;    488;   0.1;  0.1; 1971;     5
      83;     1072;SC   ;EV     ;    584;  -0.1; -0.2; 1972;    12
      83;     7822;SC   ;CO     ;   6750;  -1.5; -1.5; 1991;    10
      83;    12129;SC   ;EV     ;   4307;   0.0;  0.1; 2004;     3
      83;    13264;SC   ;EV     ;   1135;   0.0; -0.1; 2007;     6
      84;    10044;SR   ;CO     ;  10044;  -0.5; -0.5; 1997;     7
      85;     1863;SR   ;CO     ;   1863;  -1.5; -1.5; 1975;     2
      85;     4769;SC   ;EV     ;   2906;  -0.3; -0.2; 1983;     5
      85;     8820;SC   ;CO     ;   4051;  -0.4; -0.5; 1994;    10
      85;     9288;SC   ;EV     ;    468;  -0.2; -0.2; 1996;     1
      86;      732;SR   ;EV     ;    732;   0.0; -0.1; 1972;     1
      86;     2247;SR   ;EV     ;   1515;   0.1;  0.0; 1976;     3
      86;     4067;SR   ;CO     ;   1820;   0.7;  0.7; 1981;     7
      86;     4678;SC   ;CO     ;    611;  -0.7; -0.7; 1983;     3
      86;     7598;SR   ;CO     ;   2920;   1.0;  1.1; 1991;     4
      86;     7856;SR   ;CO     ;    258;  -0.8; -0.8; 1991;    12
      86;    13513;SR   ;CO     ;   5657;   1.0;  1.0; 2007;     8
      88;     2916;SR   ;EV     ;   2916;   0.2;  0.2; 1978;     3
      88;     4147;SR   ;EV     ;   1231;  -0.2; -0.2; 1981;     7
      88;     6899;SR   ;CO     ;   2752;   0.5;  0.5; 1989;    12
      89;     1298;SC   ;CO     ;   1298;   1.2;  1.3; 1973;     7
      89;     7740;SR   ;EV     ;   6442;   0.2;  0.2; 1993;     5
      91;     8984;SR   ;CO     ;   8984;  -0.2; -0.2; 1998;    11
      91;    11025;SR   ;CO     ;   2041;  -0.5; -0.5; 2006;     9
      92;     8326;SR   ;EV     ;   8326;   0.0;  0.1; 1994;     2
      92;    12396;SC   ;CO     ;   4070;  -0.8; -0.8; 2007;     5
      93;    10283;SR   ;EV     ;  10283;   0.0;  0.0; 1998;     5
      95;     8823;SR   ;EV     ;   8823;   0.1;  0.1; 1994;     3
      97;     1140;SR   ;EV     ;   1140;   0.2;  0.2; 1973;     2
      97;     4512;SC   ;EV     ;   3372;  -0.2; -0.3; 1982;     5
      97;    11918;SR   ;CO     ;   7406;   0.8;  0.8; 2005;    12
      98;     4248;SC   ;CO     ;   4248;   0.7;  0.7; 1981;     8
      98;     7634;SR   ;EV     ;   3386;  -0.3; -0.3; 1990;    11
      98;     9142;SR   ;EV     ;   1508;   0.4;  0.4; 1995;     1
      98;    11828;SC   ;EV     ;   2686;  -0.1; -0.1; 2002;     5
      99;     1468;SR   ;EV     ;   1468;   0.1;  0.2; 1974;     1
      99;     4274;SR   ;CO     ;   2806;   0.8;  0.8; 1981;     9
      99;     9441;SR   ;EV     ;   5167;  -0.2; -0.2; 1995;    11
     100;     3715;SR   ;CO     ;   3715;  -1.5; -1.5; 1980;     3
     100;     4921;SC   ;CO     ;   1206;  -0.8; -0.8; 1983;     7
     101;     8825;SR   ;EV     ;   8825;   0.0;  0.1; 1995;     4
     101;    11482;SR   ;CO     ;   2657;   1.2;  1.2; 2003;     4
     103;     5083;SC   ;CO     ;   5083;  -0.7; -0.7; 1984;     7
     103;     8203;SR   ;CO     ;   3120;  -0.3; -0.3; 1993;    12
     104;     9670;SR   ;EV     ;   9670;   0.5;  0.5; 1996;     7
     104;    10978;SC   ;CO     ;   1308;   1.5;  1.5; 2000;     2
     106;     8679;SC   ;CO     ;   8679;  -0.8; -0.8; 1997;    11
     109;     3469;SC   ;EV     ;   3469;  -0.1; -0.1; 1979;    12
     110;     3230;SR   ;CO     ;   3230;   0.5;  0.5; 1978;    11
     110;     3405;SR   ;EV     ;    175;   0.0; -0.1; 1979;     5
     110;     8964;SC   ;CO     ;   5559;  -0.8; -0.7; 1994;    11
     110;    13621;SR   ;CO     ;   4657;  -0.7; -0.7; 2008;     4
     111;     4643;SR   ;EV     ;   4643;  -0.1; -0.1; 1982;    11
     114;     8177;SC   ;CO     ;   8177;  -0.7; -0.7; 1992;    10
     114;    13413;SC   ;CO     ;   5236;   1.2;  1.2; 2008;     3
     115;       25;SR   ;CO     ;     25;   1.0;  1.0; 1970;     1
     115;     1917;SR   ;EV     ;   1892;  -0.1; -0.1; 1975;     4
     115;     2796;SC   ;EV     ;    879;  -0.1; -0.1; 1977;    11
     115;     4407;SR   ;EV     ;   1611;   0.2;  0.2; 1984;     4
     115;    11844;SR   ;EV     ;   7437;  -0.2; -0.2; 2008;    10
     115;    12214;SR   ;EV     ;    370;   0.2;  0.2; 2009;    12
     116;      333;SC   ;CO     ;    333;  -0.5; -0.5; 1970;    12
     116;     6674;SC   ;CO     ;   6341;  -0.5; -0.5; 1990;     2
     117;     4123;SR   ;EV     ;   4123;   0.2;  0.2; 1981;     6
     117;     9481;SC   ;EV     ;   5358;   0.1;  0.1; 1996;     5
     117;     9661;SC   ;EV     ;    180;  -0.1; -0.2; 1996;    11
     117;    12540;SC   ;CO     ;   2879;   0.7;  0.7; 2004;    11
     118;     7749;SC   ;EV     ;   7749;   0.2;  0.3; 1991;     4
     118;     9897;SC   ;EV     ;   2148;  -0.3; -0.3; 1997;     3
     118;    12060;SC   ;EV     ;   2163;  -0.1; -0.1; 2003;     2
     118;    14019;SC   ;EV     ;   1959;   0.0; -0.1; 2008;     7
     120;     3689;SR   ;CO     ;   3689;   0.5;  0.5; 1980;     2
     120;    10591;SC   ;CO     ;   6902;  -0.5; -0.5; 1999;     8
     122;     4753;SR   ;CO     ;   4753;  -1.5; -1.5; 1983;     6
     122;     6055;SC   ;CO     ;   1302;   0.5;  0.5; 1987;     4
     122;    12495;SR   ;CO     ;   6440;  -0.5; -0.5; 2007;     4
     123;     8226;SC   ;EV     ;   8226;  -0.1; -0.1; 1993;     9
     123;    12337;SC   ;EV     ;   4111;  -0.2; -0.2; 2007;     9
     124;      872;SC   ;CO     ;    872;  -1.5; -1.5; 1972;     8
     124;     7671;SR   ;EV     ;   6799;   0.2;  0.2; 1992;    11
     124;     8661;SR   ;EV     ;    990;  -0.2; -0.2; 1995;     9
     124;    11254;SR   ;EV     ;   2593;   0.2;  0.2; 2003;     6
     124;    13131;SR   ;EV     ;   1877;  -0.2; -0.2; 2008;    12
     125;     3714;SC   ;CO     ;   3714;   1.3;  1.2; 1980;     6
     125;     9942;SR   ;EV     ;   6228;   0.5;  0.5; 1998;     6
     128;      576;SC   ;CO     ;    576;  -1.5; -1.6; 1971;     8
     128;     2144;SC   ;EV     ;   1568;  -0.1; -0.1; 1975;    12
     128;     3589;SR   ;CO     ;   1445;  -1.0; -1.0; 1980;     1
     128;    10701;SR   ;EV     ;   7112;   0.0;  0.1; 2003;     1
     129;     4726;SC   ;CO     ;   4726;   0.5;  0.5; 1983;     3
     130;     3540;SR   ;EV     ;   3540;   0.0;  0.1; 1979;     9
     130;     9975;SR   ;CO     ;   6435;   1.0;  0.9; 1997;    11
     130;    10288;SC   ;CO     ;    313;  -1.2; -1.2; 1998;    10
     132;     3130;SR   ;CO     ;   3130;   0.2;  0.2; 1978;    10
     132;    10319;SR   ;CO     ;   7189;   1.5;  1.5; 1999;    11
     132;    11347;SR   ;CO     ;   1028;  -1.5; -1.5; 2004;     3
     133;     4606;SC   ;CO     ;   4606;   1.3;  1.3; 1982;     8
     133;    12891;SC   ;CO     ;   8285;   0.2;  0.2; 2005;     4
     134;     2795;SC   ;CO     ;   2795;   1.0;  1.0; 1977;     8
     135;     4513;SC   ;CO     ;   4513;  -1.0; -1.1; 1982;    10
     135;     9186;SR   ;CO     ;   4673;   1.3;  1.3; 1996;     6
     135;    10746;SC   ;CO     ;   1560;   0.5;  0.5; 2002;     3
     136;     2558;SC   ;EV     ;   2558;  -0.1;  0.0; 1977;     1
     136;     4023;SC   ;CO     ;   1465;  -1.0; -1.1; 1981;     1
     136;     6143;SR   ;EV     ;   2120;   0.1;  0.1; 1987;     2
     137;    13204;SC   ;EV     ;  13204;  -0.2; -0.2; 2009;     6
     140;     7506;SR   ;EV     ;   7506;  -0.1; -0.1; 1991;     5
     140;    11386;SC   ;EV     ;   3880;   0.0;  0.1; 2003;     3
     140;    13210;SC   ;EV     ;   1824;   0.0; -0.1; 2008;    10
     141;     6998;SC   ;EV     ;   6998;   0.0; -0.1; 1990;     5
     142;     9116;SR   ;CO     ;   9116;  -0.7; -0.7; 1996;     1
     143;      708;SC   ;CO     ;    708;   1.2;  1.3; 1971;    12
     143;     1073;SR   ;EV     ;    365;   0.1;  0.1; 1973;     1
     143;     5582;SR   ;CO     ;   4509;  -1.5; -1.5; 1986;     2
     144;     1947;SR   ;CO     ;   1947;   0.2;  0.2; 1975;     6
     144;     2507;SR   ;EV     ;    560;   0.1;  0.1; 1977;     1
     144;     3277;SC   ;EV     ;    770;   0.1;  0.1; 1979;     3
     144;     3916;SC   ;EV     ;    639;  -0.1; -0.1; 1980;    12
     145;     3219;SR   ;CO     ;   3219;   0.5;  0.5; 1978;    10
     147;     1061;SC   ;CO     ;   1061;  -0.2; -0.2; 1972;    12
     148;     3003;SR   ;CO     ;   3003;  -0.5; -0.5; 1978;     3
     148;     9898;SR   ;EV     ;   6895;   0.0;  0.1; 1997;     3
     148;    11693;SR   ;CO     ;   1795;  -0.8; -0.8; 2002;     3
     148;    14205;SR   ;CO     ;   2512;  -1.0; -1.0; 2009;     2
     149;     1350;SR   ;CO     ;   1350;   0.7;  0.7; 1973;     9
     149;     3293;SR   ;EV     ;   1943;  -0.1; -0.1; 1979;     1
     149;    10968;SR   ;EV     ;   7675;   0.1;  0.1; 2000;     5
     151;     2889;SR   ;EV     ;   2889;  -0.3; -0.3; 1977;    12
     151;     3763;SR   ;EV     ;    874;   0.3;  0.3; 1980;     5
     152;     7331;SR   ;CO     ;   7331;  -0.8; -0.8; 1992;     5
     152;     9809;SC   ;CO     ;   2478;   1.5;  1.5; 1999;     7
     152;    10511;SR   ;CO     ;    702;  -0.5; -0.5; 2001;     8
     153;      535;SR   ;CO     ;    535;  -1.0; -1.1; 1971;     6
     153;     3565;SC   ;EV     ;   3030;  -0.1;  0.0; 1979;    12
     154;     1585;SC   ;CO     ;   1585;   0.7;  0.7; 1974;     5
     154;     2024;SC   ;CO     ;    439;  -1.3; -1.3; 1975;     8
     154;     5468;SC   ;CO     ;   3444;   0.5;  0.6; 1985;     3
     154;     6425;SR   ;EV     ;    957;   1.8;  1.7; 1987;    11
     154;     7793;SC   ;CO     ;   1368;   0.3;  0.3; 1991;    11
     154;     9563;SR   ;EV     ;   1770;  -1.8; -1.8; 1996;    12
     155;     1119;SR   ;EV     ;   1119;  -0.5; -0.4; 1973;     1
     155;     7212;SR   ;EV     ;   6093;   0.5;  0.5; 1989;    10
     155;     7479;SR   ;CO     ;    267;   0.7;  0.7; 1990;     6
     156;     2863;SC   ;EV     ;   2863;   0.0;  0.1; 1978;     2
     156;     7588;SC   ;EV     ;   4725;   0.0; -0.1; 1991;    11
     157;     5383;SR   ;EV     ;   5383;   0.2;  0.2; 1988;     4
     157;     6341;SR   ;EV     ;    958;  -0.2; -0.2; 1991;     6
     158;     1751;SR   ;EV     ;   1751;  -0.3; -0.3; 1974;    12
     158;     7125;SC   ;CO     ;   5374;   0.2;  0.3; 1990;     5
     158;     7797;SR   ;EV     ;    672;   0.4;  0.4; 1992;     6
     158;    12897;SC   ;EV     ;   5100;   0.0; -0.1; 2008;     1
     159;     6499;SC   ;EV     ;   6499;  -0.1; -0.2; 1989;    10
     159;     8176;SC   ;EV     ;   1677;   0.0;  0.1; 1994;     8
