 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      64;     3487;SR   ;EV     ;   3487;   0.1;  0.1; 1979;    10
      64;    11290;SR   ;EV     ;   7803;  -0.1; -0.1; 2003;     4
      66;     1863;UR   ;CO     ;   1863;   0.5;  0.5; 1975;     3
      66;     9112;UR   ;CO     ;   7249;   0.5;  0.5; 1996;     2
      66;    13153;SC   ;EV     ;   4041;  -0.1; -0.2; 2007;     6
      66;    13284;SC   ;CO     ;    131;   1.3;  1.3; 2007;    11
      67;     5631;UR   ;EV     ;   5631;  -0.5; -0.5; 1986;     8
      67;     6983;SC   ;EV     ;   1352;   0.0;  0.1; 1990;     9
      68;    10590;SR   ;EV     ;  10590;   0.2;  0.2; 1999;     6
      69;     6219;SR   ;CO     ;   6219;  -0.5; -0.5; 1987;     5
      69;     7100;UR   ;EV     ;    881;  -0.3; -0.3; 1989;    12
      70;      127;UR   ;EV     ;    127;   0.5;  0.4; 1970;     5
      70;     5446;SC   ;CO     ;   5319;  -1.5; -1.5; 1985;     1
      70;     8469;SC   ;EV     ;   3023;   0.0;  0.1; 1993;     6
      70;     9045;SR   ;CO     ;    576;   0.8;  0.8; 1995;     1
      70;    10767;SR   ;EV     ;   1722;  -0.1; -0.1; 1999;    10
      71;     1658;SR   ;CO     ;   1658;   0.7;  0.7; 1974;    11
      72;     1483;SR   ;EV     ;   1483;   0.2;  0.3; 1974;     1
      72;     1921;UR   ;EV     ;    438;  -0.1; -0.1; 1975;     4
      72;     6246;SR   ;CO     ;   4325;  -1.0; -1.0; 1987;     2
      72;    11282;SC   ;EV     ;   5036;  -0.1; -0.1; 2000;    11
      72;    12580;SR   ;EV     ;   1298;  -0.1; -0.1; 2004;     6
      73;      918;SC   ;EV     ;    918;   0.0; -0.1; 1972;     8
      73;     4151;SC   ;EV     ;   3233;   0.0;  0.1; 1982;     1
      73;     5933;SR   ;CO     ;   1782;   0.3;  0.2; 1986;    12
      73;    10964;UR   ;EV     ;   5031;  -0.8; -0.8; 2000;    12
      74;     7957;SC   ;EV     ;   7957;  -0.1; -0.1; 1991;    10
      75;     2130;SC   ;CO     ;   2130;   1.2;  1.2; 1975;    12
      75;     6750;SR   ;CO     ;   4620;   0.7;  0.7; 1989;     2
      75;     9755;UR   ;EV     ;   3005;   0.4;  0.4; 1997;    12
      75;    11119;SC   ;EV     ;   1364;   0.0;  0.1; 2002;     4
      75;    13541;UR   ;EV     ;   2422;      ;     ; 2009;    12
      76;     7741;UR   ;EV     ;   7741;  -0.5; -0.5; 1993;     2
      76;    12294;SC   ;EV     ;   4553;   0.0;  0.1; 2006;     5
      77;     5572;SC   ;CO     ;   5572;  -1.0; -1.0; 1985;     9
      77;     6799;SR   ;EV     ;   1227;   0.1;  0.1; 1989;     2
      77;     8606;SC   ;CO     ;   1807;   1.5;  1.5; 1994;     2
      78;     8777;UR   ;EV     ;   8777;   0.1;  0.1; 1995;     3
      78;    11774;SC   ;CO     ;   2997;   0.5;  0.5; 2004;     4
      78;    14063;UR   ;EV     ;   2289;      ;     ; 2011;    12
      79;       63;SR   ;EV     ;     63;   0.3;  0.3; 1970;     3
      79;     4733;UR   ;CO     ;   4670;   0.1;  0.1; 1982;    12
      79;     7508;SC   ;EV     ;   2775;   0.0; -0.1; 1990;    12
      80;     5312;SR   ;CO     ;   5312;   0.8;  0.8; 1984;    11
      80;     9597;SR   ;EV     ;   4285;   0.1;  0.1; 1996;    12
      81;    10143;UR   ;EV     ;  10143;  -0.4; -0.4; 1998;     3
      81;    15173;UR   ;EV     ;   5030;      ;     ; 2011;    12
      82;     3944;SC   ;EV     ;   3944;  -0.1;  0.0; 1980;    10
      82;     7005;SR   ;EV     ;   3061;   0.4;  0.4; 1989;     3
      82;    12309;SR   ;EV     ;   5304;  -0.4; -0.4; 2003;    10
      82;    15281;UR   ;CO     ;   2972;      ;     ; 2011;    12
      83;      299;SR   ;EV     ;    299;   0.1;  0.2; 1970;    10
      83;     6736;SC   ;CO     ;   6437;   0.8;  0.7; 1988;    10
      83;     8132;SC   ;CO     ;   1396;   0.7;  0.8; 1992;     8
      83;    10822;SC   ;CO     ;   2690;  -1.3; -1.3; 2000;     4
      83;    12215;SC   ;CO     ;   1393;   0.5;  0.5; 2004;     6
      84;      146;SC   ;EV     ;    146;   0.1;  0.1; 1970;     5
      85;     5616;SC   ;EV     ;   5616;  -0.1; -0.2; 1985;    10
      85;    13986;UR   ;CO     ;   8370;   0.1;  0.1; 2009;    12
      86;     2033;SR   ;EV     ;   2033;   0.1;  0.2; 1975;     8
      86;    10142;SC   ;EV     ;   8109;  -0.1;  0.0; 1998;     4
      86;    11836;UR   ;EV     ;   1694;  -0.1; -0.1; 2002;    12
      86;    13142;SC   ;EV     ;   1306;  -0.1; -0.1; 2006;     8
      87;     4979;SR   ;CO     ;   4979;   0.7;  0.7; 1985;     4
      87;     5811;UR   ;CO     ;    832;   0.1;  0.1; 1987;    10
      87;     9529;SR   ;EV     ;   3718;   0.6;  0.6; 1998;    12
      88;     6899;SC   ;CO     ;   6899;   1.5;  1.5; 1989;    12
      88;     7328;SR   ;EV     ;    429;  -0.2; -0.2; 1995;     3
      88;     9611;UR   ;EV     ;   2283;   0.2;  0.2; 2001;    11
      88;    13216;UR   ;EV     ;   3605;      ;     ; 2011;    12
      89;    13019;SR   ;EV     ;  13019;   0.2;  0.2; 2009;     3
      91;     5326;SC   ;CO     ;   5326;   0.3;  0.3; 1986;     9
      92;     5933;UR   ;EV     ;   5933;   0.1;  0.1; 1987;     4
      93;     9012;SC   ;CO     ;   9012;  -0.2; -0.2; 1994;    10
      93;    10751;SR   ;CO     ;   1739;   0.8;  0.8; 1999;     8
      94;    11007;UR   ;CO     ;  11007;   0.0;  0.1; 2002;     2
      94;    12157;SC   ;CO     ;   1150;  -1.4; -1.5; 2005;    11
      94;    13574;UR   ;CO     ;   1417;      ;     ; 2011;    12
      95;     2091;SC   ;EV     ;   2091;  -0.1; -0.1; 1975;     9
      95;     8776;UR   ;EV     ;   6685;   0.8;  0.8; 1994;     1
      96;     1372;UR   ;CO     ;   1372;   0.1;  0.2; 1974;     4
      96;     1562;SR   ;CO     ;    190;   1.0;  0.9; 1974;    11
      96;     2986;SC   ;EV     ;   1424;   0.1;  0.1; 1978;    11
      96;     3678;SR   ;EV     ;    692;   0.1;  0.0; 1980;    10
      96;     6048;UR   ;CO     ;   2370;   0.1;  0.1; 1987;     9
      97;     4553;SR   ;EV     ;   4553;   0.0;  0.1; 1982;     6
      97;    10328;SR   ;CO     ;   5775;  -0.8; -0.8; 2001;     5
      98;      120;SR   ;EV     ;    120;  -0.3; -0.3; 1970;     4
      98;      748;UR   ;EV     ;    628;   0.5;  0.5; 1972;     1
      98;     1840;SC   ;EV     ;   1092;   0.0;  0.1; 1975;     1
      98;     7646;SC   ;CO     ;   5806;  -0.7; -0.8; 1990;    12
      98;     8651;SR   ;EV     ;   1005;   0.3;  0.3; 1993;     9
      99;    12603;SR   ;CO     ;  12603;  -0.8; -0.8; 2004;     7
      99;    14531;SR   ;EV     ;   1928;  -0.1; -0.1; 2009;    11
     100;     3374;SC   ;EV     ;   3374;  -0.1; -0.2; 1979;     4
     101;      922;SR   ;EV     ;    922;   0.1;  0.1; 1972;     7
     101;    10696;SR   ;EV     ;   9774;   0.0;  0.1; 2000;    11
     101;    11639;SR   ;CO     ;    943;  -0.8; -0.8; 2003;     9
     102;     4826;SC   ;CO     ;   4826;   0.8;  0.8; 1984;     2
     102;     8477;UR   ;EV     ;   3651;  -0.1; -0.1; 1994;     5
     102;     8815;SC   ;CO     ;    338;   0.1;  0.1; 1995;     4
     102;     8908;SC   ;EV     ;     93;   0.1;  0.1; 1995;     7
     104;     8963;SC   ;CO     ;   8963;  -1.0; -1.0; 1994;     7
     104;    12685;SR   ;CO     ;   3722;  -1.1; -1.2; 2004;    10
     104;    15311;UR   ;CO     ;   2626;      ;     ; 2011;    12
     105;     3320;SR   ;CO     ;   3320;  -1.5; -1.5; 1979;     2
     105;    10980;SR   ;EV     ;   7660;  -0.1; -0.1; 2002;     4
     106;     4210;UR   ;EV     ;   4210;  -0.6; -0.6; 1981;    12
     106;     4227;SR   ;EV     ;     17;   0.1;  0.1; 1982;     1
     106;     4521;SR   ;EV     ;    294;  -0.1; -0.1; 1982;    11
     106;     7414;SC   ;CO     ;   2893;   1.0;  1.0; 1993;     6
     107;     3443;SR   ;EV     ;   3443;  -0.1; -0.1; 1980;     4
     109;     3435;SR   ;CO     ;   3435;  -0.8; -0.9; 1979;    11
     109;     3469;SC   ;EV     ;     34;  -0.2; -0.3; 1979;    12
     109;     9044;UR   ;CO     ;   5575;   0.0;  0.1; 2000;     9
     109;    10621;SR   ;EV     ;   1577;   0.1;  0.1; 2005;    11
     109;    12659;UR   ;CO     ;   2038;      ;     ; 2011;    11
     111;     2318;SR   ;EV     ;   2318;  -0.1; -0.1; 1976;     5
     112;     5042;SR   ;CO     ;   5042;  -1.3; -1.2; 1984;     6
     112;     5238;SC   ;EV     ;    196;   0.0; -0.1; 1985;     2
     112;    10953;SC   ;EV     ;   5715;  -0.1; -0.2; 2003;     6
     113;     3512;SC   ;CO     ;   3512;  -1.0; -1.0; 1979;     8
     113;     9185;SR   ;EV     ;   5673;   0.1;  0.1; 1995;     3
     115;     2180;UR   ;EV     ;   2180;   0.5;  0.4; 1976;     1
     115;     2824;SC   ;EV     ;    644;  -0.2; -0.2; 1978;     1
     116;     5635;UR   ;EV     ;   5635;   0.2;  0.3; 1987;     1
     116;     6400;SC   ;EV     ;    765;  -0.1; -0.2; 1989;     5
     116;    11255;SC   ;EV     ;   4855;   0.0;  0.1; 2003;     6
     118;      442;UR   ;EV     ;    442;  -0.2; -0.1; 1971;     3
     118;     3843;SC   ;EV     ;   3401;  -0.1; -0.2; 1980;     7
     119;     9061;UR   ;EV     ;   9061;   0.1;  0.1; 1995;     4
     119;     9540;SC   ;EV     ;    479;   0.0; -0.1; 1996;     9
     120;     3430;SR   ;EV     ;   3430;   0.1;  0.1; 1979;     5
     120;     4252;SC   ;EV     ;    822;  -0.1; -0.1; 1981;     8
     120;     9553;UR   ;CO     ;   5301;   0.1;  0.1; 1996;    10
     120;    12977;UR   ;CO     ;   3424;   0.1;  0.1; 2007;     4
     121;     3666;SC   ;CO     ;   3666;  -0.8; -0.8; 1980;     3
     121;     4750;SR   ;EV     ;   1084;   0.5;  0.5; 1983;     3
     121;     9571;SC   ;EV     ;   4821;  -0.5; -0.5; 1999;     4
     122;     3322;SC   ;CO     ;   3322;  -0.7; -0.7; 1979;     5
     122;     4849;SR   ;EV     ;   1527;   0.1;  0.2; 1983;     9
     122;     6253;UR   ;CO     ;   1404;   0.1;  0.1; 1987;    11
     122;    10164;UR   ;CO     ;   3911;   0.1;  0.0; 1999;     1
     122;    12498;SC   ;EV     ;   2334;  -0.2; -0.2; 2007;     4
     124;     1974;SC   ;CO     ;   1974;   0.5;  0.5; 1975;     8
     124;     3858;SR   ;CO     ;   1884;  -0.7; -0.7; 1981;     4
     124;     6933;SC   ;CO     ;   3075;   0.5;  0.5; 1990;    10
     125;      177;SC   ;EV     ;    177;  -0.1;  0.0; 1970;     6
     125;     3063;SR   ;EV     ;   2886;   0.6;  0.6; 1978;     8
     125;     4224;SC   ;EV     ;   1161;  -0.1; -0.1; 1981;    11
     125;     8929;SC   ;CO     ;   4705;   0.7;  0.7; 1995;     6
     125;    10092;SC   ;CO     ;   1163;  -1.2; -1.2; 1998;    11
     125;    14733;UR   ;CO     ;   4641;      ;     ; 2011;    12
     126;     2345;SR   ;EV     ;   2345;   0.3;  0.4; 1976;     6
     126;     3263;UR   ;EV     ;    918;   0.1;  0.0; 1979;     1
     126;     4445;SR   ;CO     ;   1182;  -0.5; -0.4; 1982;     5
     126;     4770;SC   ;EV     ;    325;  -0.3; -0.3; 1983;     4
     126;    10831;SC   ;EV     ;   6061;  -0.1; -0.2; 2001;    12
     128;     4256;SR   ;EV     ;   4256;   0.1;  0.1; 1982;     5
     128;     9594;SC   ;EV     ;   5338;  -0.1;  0.0; 1999;     2
     129;     5931;SR   ;EV     ;   5931;   0.1;  0.0; 1986;     9
     129;     8353;SC   ;CO     ;   2422;  -1.2; -1.2; 1993;     9
     130;     7172;SR   ;EV     ;   7172;   0.1;  0.1; 1989;    12
     131;     4558;UR   ;EV     ;   4558;  -0.4; -0.4; 1982;     6
     131;     4623;SC   ;EV     ;     65;   0.1;  0.1; 1982;     8
     131;    12485;SR   ;EV     ;   7862;   0.1;  0.1; 2004;     3
     132;      766;UR   ;EV     ;    766;  -0.1; -0.1; 1972;     2
     132;     1823;SR   ;EV     ;   1057;  -0.1; -0.1; 1975;     2
     132;     2763;SR   ;CO     ;    940;  -1.0; -1.0; 1977;     9
     132;     3138;SC   ;CO     ;    375;   0.5;  0.5; 1978;    10
     132;     4685;SR   ;EV     ;   1547;   0.1;  0.1; 1983;     2
     133;     2326;SR   ;EV     ;   2326;  -0.1; -0.1; 1976;     5
     133;     2446;SR   ;EV     ;    120;   0.1;  0.1; 1976;     9
     133;     9207;UR   ;CO     ;   6761;   0.0;  0.1; 1995;     3
     133;    11593;SR   ;EV     ;   2386;  -0.1; -0.2; 2001;     9
     133;    11698;SC   ;EV     ;    105;   0.2;  0.2; 2002;     1
     134;     7437;UR   ;EV     ;   7437;  -0.1; -0.1; 1990;     8
     135;     4925;SC   ;EV     ;   4925;  -0.1; -0.2; 1984;     2
     135;     6631;UR   ;EV     ;   1706;  -0.1; -0.1; 1989;     3
     136;     2387;SC   ;CO     ;   2387;  -1.2; -1.3; 1976;     7
     136;     7179;SR   ;EV     ;   4792;   0.1;  0.1; 1990;     2
     136;     7273;UR   ;EV     ;     94;   0.0;  0.0; 1990;     5
     138;     4217;SR   ;EV     ;   4217;   0.2;  0.2; 1981;     7
     138;     5972;SC   ;CO     ;   1755;  -1.5; -1.4; 1986;     5
     138;     9290;SR   ;CO     ;   3318;   0.7;  0.7; 1995;     6
     139;     3131;SR   ;CO     ;   3131;   0.3;  0.2; 1979;    10
     139;     9059;SC   ;CO     ;   5928;  -0.2; -0.2; 1998;     3
     139;    11658;SC   ;CO     ;   2599;  -0.3; -0.3; 2005;    11
     140;     2048;SC   ;EV     ;   2048;   0.0; -0.1; 1975;     8
     140;     4681;SR   ;CO     ;   2633;   0.5;  0.5; 1982;    12
     140;    12051;SC   ;EV     ;   7370;   0.0;  0.1; 2005;     3
     141;      886;SC   ;CO     ;    886;   0.8;  0.7; 1972;     7
     141;     5140;SR   ;CO     ;   4254;  -0.5; -0.5; 1984;    12
     142;     2439;SR   ;EV     ;   2439;   0.1;  0.1; 1976;    10
     144;     5600;SR   ;EV     ;   5600;   0.1;  0.1; 1987;     3
     145;     2438;SC   ;CO     ;   2438;  -0.3; -0.3; 1976;     9
     146;     1333;SC   ;EV     ;   1333;  -0.1; -0.1; 1973;     9
     146;     6113;UR   ;EV     ;   4780;   0.0; -0.1; 1990;     8
     146;     8373;SR   ;EV     ;   2260;   0.1;  0.1; 1997;     7
     147;     4350;SR   ;CO     ;   4350;  -1.2; -1.2; 1982;     3
     148;     4591;SR   ;CO     ;   4591;  -0.5; -0.5; 1982;     7
     148;     7694;SR   ;CO     ;   3103;   1.3;  1.3; 1991;     2
     148;     8183;SR   ;EV     ;    489;   0.0; -0.1; 1992;     6
     148;     9788;UR   ;EV     ;   1605;  -0.4; -0.4; 1996;    11
     149;       20;SR   ;CO     ;     20;  -1.5; -1.5; 1970;     1
     149;     3673;SR   ;EV     ;   3653;  -0.1; -0.1; 1980;     1
