 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      12;    11867;SC   ;EV     ;   1993;   0.3;  0.2; 2002;     8
      12;    14574;UR   ;CO     ;   2707;   0.1;  0.1; 2009;    12
      14;     5117;UR   ;EV     ;   5117;   0.2;  0.3; 1985;     3
      14;     7234;SC   ;EV     ;   2117;  -0.2; -0.2; 1991;     9
      15;     3376;SC   ;CO     ;   3376;   0.2;  0.2; 1979;    12
      15;     7566;SR   ;CO     ;   4190;   0.5;  0.5; 1992;     5
      15;    11656;SC   ;EV     ;   4090;  -0.2; -0.1; 2007;     2
      16;     9168;SR   ;EV     ;   9168;   0.1;  0.1; 1996;    10
      17;     4735;SC   ;CO     ;   4735;  -0.2; -0.2; 1982;    12
      17;     8758;SC   ;EV     ;   4023;  -0.1; -0.1; 1993;    12
      17;    11023;SC   ;EV     ;   2265;   0.2;  0.1; 2003;     4
      17;    11307;UR   ;EV     ;    284;  -0.1; -0.1; 2004;     1
      18;     6318;UR   ;EV     ;   6318;   0.0;  0.1; 1987;    10
      18;     9635;SC   ;CO     ;   3317;  -1.0; -1.0; 1996;    12
      18;    10025;SC   ;EV     ;    390;   0.2;  0.1; 1998;     1
      19;     3698;SC   ;EV     ;   3698;   0.1;  0.1; 1980;     4
      19;    12605;UR   ;CO     ;   8907;   0.1;  0.1; 2005;     3
      20;     4563;SR   ;EV     ;   4563;  -0.2; -0.3; 1982;     6
      20;    13933;SC   ;EV     ;   9370;   0.2;  0.2; 2008;     3
      21;     3458;SR   ;CO     ;   3458;  -1.3; -1.3; 1979;     6
      21;     6600;SR   ;EV     ;   3142;   0.2;  0.2; 1988;     5
      21;     8490;UR   ;EV     ;   1890;  -0.4; -0.4; 1994;     8
      22;     5109;UR   ;EV     ;   5109;  -0.6; -0.6; 1984;     1
      22;    12553;SR   ;CO     ;   7444;  -0.5; -0.5; 2004;    10
      23;     7570;SC   ;EV     ;   7570;  -0.2; -0.1; 1990;    11
      24;    11579;SC   ;EV     ;  11579;   0.1;  0.1; 2002;     5
      24;    13883;SC   ;EV     ;   2304;   0.1;  0.1; 2009;     1
      25;    10072;UR   ;CO     ;  10072;   0.2;  0.2; 1997;    12
      25;    11799;SC   ;EV     ;   1727;   0.5;  0.5; 2003;     1
      25;    14855;UR   ;CO     ;   3056;      ;     ; 2011;    12
      26;     1695;SC   ;CO     ;   1695;   1.2;  1.3; 1974;     9
      26;     5350;SC   ;EV     ;   3655;  -0.2; -0.2; 1984;    11
      27;     2543;SC   ;CO     ;   2543;   0.5;  0.5; 1977;     2
      27;     3338;SC   ;EV     ;    795;  -0.2; -0.2; 1979;     4
      27;     5767;UR   ;EV     ;   2429;  -0.6; -0.6; 1986;     1
      28;     3256;SC   ;EV     ;   3256;  -0.2; -0.1; 1979;     3
      28;     4859;SC   ;EV     ;   1603;  -0.2; -0.2; 1984;     3
      28;     6290;UR   ;CO     ;   1431;   0.2;  0.2; 1988;     8
      28;    10962;SR   ;CO     ;   4672;   1.3;  1.2; 2001;     7
      28;    12443;UR   ;CO     ;   1481;   0.1;  0.1; 2005;     9
      29;     1942;SR   ;CO     ;   1942;   1.0;  1.0; 1975;     5
      29;    11091;SR   ;EV     ;   9149;   1.2;  1.2; 2002;     1
      29;    11099;SC   ;EV     ;      8;  -0.1; -0.1; 2002;     1
      30;     4211;UR   ;EV     ;   4211;   0.2;  0.2; 1987;    11
      31;     7694;SC   ;EV     ;   7694;  -0.1; -0.2; 1991;     4
      31;    10522;SC   ;EV     ;   2828;   0.2;  0.2; 1999;     3
      32;     3418;SC   ;CO     ;   3418;  -0.3; -0.2; 1979;     6
      32;     7603;UR   ;EV     ;   4185;  -0.2; -0.2; 1991;     4
      32;     7709;SR   ;CO     ;    106;  -1.2; -1.2; 1991;     8
      33;     2572;SC   ;CO     ;   2572;  -0.3; -0.2; 1977;     1
      33;     6708;UR   ;EV     ;   4136;  -0.1; -0.1; 1988;     5
      33;    12940;SR   ;EV     ;   6232;  -0.4; -0.4; 2005;     6
      34;    10610;SR   ;CO     ;  10610;   1.3;  1.3; 1999;     1
      35;      762;SC   ;EV     ;    762;  -0.1; -0.1; 1972;     2
      35;     7086;UR   ;EV     ;   6324;  -0.5; -0.5; 1989;     6
      35;     8547;SC   ;CO     ;   1461;  -1.0; -1.0; 1993;     6
      35;    11455;UR   ;EV     ;   2908;  -0.4; -0.4; 2001;     6
      35;    11457;SC   ;EV     ;      2;   0.5;  0.5; 2001;     6
      36;     5240;UR   ;CO     ;   5240;   0.1;  0.2; 1984;     8
      36;     8558;SC   ;EV     ;   3318;   0.2;  0.1; 1994;     4
      37;     2292;SR   ;EV     ;   2292;   0.7;  0.7; 1976;     5
      37;     5865;SR   ;EV     ;   3573;  -0.6; -0.6; 1986;     4
      37;     7020;SR   ;CO     ;   1155;   1.0;  1.0; 1989;    11
      37;     8182;SC   ;EV     ;   1162;  -0.1; -0.1; 1994;     4
      37;     9099;SR   ;EV     ;    917;   0.7;  0.7; 1997;     7
      38;     1915;SR   ;EV     ;   1915;  -0.3; -0.2; 1975;     4
      38;     5997;UR   ;EV     ;   4082;  -0.2; -0.2; 1987;     5
      38;     9779;SR   ;EV     ;   3782;   0.3;  0.3; 1998;     4
      39;     5850;UR   ;EV     ;   5850;   0.0; -0.1; 1986;     1
      39;    11074;SR   ;CO     ;   5224;  -0.2; -0.2; 2000;     5
      40;     6706;SC   ;EV     ;   6706;  -0.2; -0.2; 1989;     1
      41;     2188;UR   ;EV     ;   2188;   0.4;  0.3; 1976;     1
      41;     2851;SR   ;EV     ;    663;   0.1;  0.2; 1977;    11
      41;     5108;SC   ;EV     ;   2257;   0.1;  0.1; 1984;    12
      42;     2681;UR   ;EV     ;   2681;   0.1;  0.1; 1977;     7
      43;     3926;UR   ;EV     ;   3926;   0.0;  0.1; 1982;     4
      43;     7247;SR   ;EV     ;   3321;   0.4;  0.4; 1992;     4
      43;    12841;SC   ;EV     ;   5594;   0.2;  0.1; 2009;     5
      44;     7916;SC   ;EV     ;   7916;  -0.2; -0.1; 1991;     9
      44;    12070;UR   ;CO     ;   4154;   0.1;  0.0; 2003;     1
      44;    15338;UR   ;CO     ;   3268;      ;     ; 2011;    12
      45;    10726;SC   ;CO     ;  10726;   1.5;  1.5; 2000;     2
      46;     4271;UR   ;EV     ;   4271;  -0.1;  0.0; 1981;    10
      46;     5011;SR   ;EV     ;    740;   0.1;  0.1; 1983;    11
      46;     6032;SC   ;CO     ;   1021;  -1.0; -1.0; 1986;     9
      47;     1889;SC   ;EV     ;   1889;  -0.2; -0.1; 1975;     6
      47;     7380;UR   ;EV     ;   5491;  -0.1; -0.1; 1991;     3
      47;     8016;SC   ;CO     ;    636;   1.2;  1.2; 1992;    12
      48;     2360;SC   ;EV     ;   2360;  -0.2; -0.2; 1976;     6
      48;     8282;SC   ;EV     ;   5922;   0.1;  0.1; 1992;    12
      48;     9485;UR   ;EV     ;   1203;  -0.4; -0.3; 1996;    10
      48;    11427;SC   ;EV     ;   1942;  -0.1; -0.1; 2002;     3
      49;     1948;SC   ;EV     ;   1948;   0.0;  0.0; 1975;     5
      50;     2456;SC   ;CO     ;   2456;  -1.2; -1.2; 1976;    10
      51;     5671;SR   ;CO     ;   5671;   0.3;  0.2; 1986;     1
      51;     6442;SC   ;EV     ;    771;   0.1;  0.1; 1988;     3
      52;     4619;UR   ;EV     ;   4619;  -0.3; -0.3; 1982;     8
      52;    12962;SC   ;EV     ;   8343;   0.1;  0.1; 2005;    12
      53;     6896;UR   ;CO     ;   6896;   0.0;  0.1; 1989;     8
      53;     8226;SC   ;EV     ;   1330;   0.1;  0.1; 1993;     5
      54;      446;SR   ;CO     ;    446;   1.0;  1.0; 1971;     3
      54;     3548;SC   ;EV     ;   3102;  -0.1; -0.1; 1979;    10
      55;     5255;SR   ;EV     ;   5255;   0.1;  0.1; 1984;     6
      55;    11071;SC   ;CO     ;   5816;   0.3;  0.3; 2004;     1
      56;     4089;SC   ;EV     ;   4089;   0.1;  0.1; 1981;     3
      56;    11351;SC   ;EV     ;   7262;  -0.2; -0.1; 2004;     8
      57;     1912;SR   ;CO     ;   1912;  -1.5; -1.5; 1976;    11
      57;     8184;UR   ;EV     ;   6272;   0.5;  0.5; 1995;     6
      57;     9714;SC   ;EV     ;   1530;   0.1;  0.0; 1999;    11
      57;    11540;SC   ;CO     ;   1826;   0.8;  0.8; 2005;     3
      59;     5216;SR   ;EV     ;   5216;  -0.2; -0.1; 1984;     4
      59;     5508;SC   ;EV     ;    292;   0.2;  0.2; 1985;     2
      59;     6408;UR   ;EV     ;    900;   0.0; -0.1; 1987;     8
      59;     6649;SR   ;CO     ;    241;  -1.3; -1.2; 1988;     4
      59;     7209;SR   ;CO     ;    560;   1.5;  1.5; 1989;    10
      60;      577;SC   ;EV     ;    577;   0.2;  0.1; 1971;     7
      60;     1458;SR   ;EV     ;    881;  -0.1;  0.0; 1973;    12
      60;     3297;SR   ;EV     ;   1839;   0.1;  0.0; 1979;     1
      60;     3996;SC   ;CO     ;    699;   0.8;  0.8; 1981;     5
      60;     4086;SR   ;EV     ;     90;  -0.1; -0.1; 1981;     8
      60;     5084;SR   ;CO     ;    998;   1.0;  1.0; 1985;     2
      60;     6836;SR   ;EV     ;   1752;  -0.1;  0.0; 1990;     4
      60;    10547;SC   ;EV     ;   3711;   0.2;  0.1; 2003;     7
      61;     2915;SC   ;EV     ;   2915;  -0.1; -0.1; 1978;     1
      61;     6337;SR   ;EV     ;   3422;   0.3;  0.3; 1987;     8
      62;      366;SR   ;EV     ;    366;   0.2;  0.2; 1971;     1
      62;     6200;SC   ;EV     ;   5834;  -0.2; -0.2; 1986;    12
      63;     2780;SC   ;EV     ;   2780;  -0.2; -0.2; 1977;     8
      63;    10000;UR   ;CO     ;   7220;   0.1;  0.1; 1998;     4
      63;    14652;UR   ;CO     ;   4652;      ;     ; 2011;    12
      64;     3905;SC   ;EV     ;   3905;  -0.2; -0.1; 1980;     9
      64;     4695;SC   ;EV     ;    790;   0.0; -0.1; 1982;    12
      64;     9578;SC   ;EV     ;   4883;   0.2;  0.2; 1996;     8
      65;     6604;SC   ;EV     ;   6604;  -0.2; -0.1; 1989;    10
      65;     9582;SC   ;EV     ;   2978;   0.2;  0.1; 1998;     7
      65;    11263;SC   ;EV     ;   1681;  -0.1; -0.1; 2003;     5
      66;     2132;SR   ;EV     ;   2132;   0.2;  0.2; 1975;    11
      66;     5126;SR   ;EV     ;   2994;  -0.2; -0.2; 1984;     5
      66;     6861;SR   ;EV     ;   1735;   0.2;  0.2; 1989;     3
      67;     1272;SR   ;CO     ;   1272;  -0.7; -0.7; 1973;     6
      67;     6236;SC   ;EV     ;   4964;  -0.1; -0.2; 1987;     5
      67;     8219;UR   ;EV     ;   1983;   0.2;  0.2; 1993;     3
      67;    10106;SR   ;EV     ;   1887;   0.5;  0.5; 1998;     6
      67;    10677;SR   ;EV     ;    571;  -0.5; -0.5; 2000;     1
      67;    12137;SR   ;EV     ;   1460;   0.3;  0.4; 2004;     2
      67;    13230;SC   ;EV     ;   1093;   0.2;  0.1; 2007;     2
      68;     2024;SC   ;EV     ;   2024;   0.1;  0.1; 1975;     7
      68;     2441;SR   ;CO     ;    417;   0.8;  0.7; 1976;     9
      68;     5087;SC   ;EV     ;   2646;   0.1;  0.1; 1983;    12
      68;     5876;UR   ;EV     ;    789;  -0.2; -0.2; 1986;     2
      68;    12308;SR   ;EV     ;   6432;  -0.1; -0.1; 2004;     1
      69;      100;SR   ;CO     ;    100;  -0.2; -0.3; 1970;     4
      69;     5700;SR   ;CO     ;   5600;  -0.5; -0.5; 1986;     1
      69;     5797;SR   ;EV     ;     97;   0.2;  0.3; 1986;     4
      69;     9654;SC   ;CO     ;   3857;   0.7;  0.7; 1997;     3
      70;     8398;SC   ;EV     ;   8398;  -0.1; -0.1; 1992;    12
      71;     3364;SR   ;EV     ;   3364;   0.1;  0.1; 1979;     9
      71;     7066;SR   ;CO     ;   3702;  -0.5; -0.5; 1990;     8
      71;    11106;SC   ;EV     ;   4040;  -0.2; -0.1; 2002;     5
      72;     6375;SC   ;EV     ;   6375;   0.2;  0.1; 1987;    11
      73;     7700;SC   ;EV     ;   7700;   0.1;  0.1; 1991;     7
      74;     9929;SC   ;EV     ;   9929;   0.1;  0.1; 1998;     6
      75;      507;SR   ;EV     ;    507;   0.4;  0.4; 1971;     9
      75;     1655;SC   ;EV     ;   1148;   0.1;  0.1; 1975;     4
      75;     2517;SC   ;EV     ;    862;  -0.1; -0.1; 1977;    11
      75;     4298;UR   ;EV     ;   1781;  -0.5; -0.5; 1984;     1
      76;     3623;SC   ;EV     ;   3623;  -0.2; -0.2; 1979;    12
      76;     6724;UR   ;CO     ;   3101;   0.1;  0.1; 1988;     5
      76;    13023;UR   ;CO     ;   6299;   0.1;  0.1; 2005;     8
      76;    14002;SC   ;CO     ;    979;  -0.5; -0.5; 2008;     5
      77;     5968;SR   ;CO     ;   5968;   1.3;  1.3; 1986;     5
      77;     6061;SC   ;CO     ;     93;   1.2;  1.2; 1986;     8
      77;     6811;SR   ;EV     ;    750;  -0.1;  0.0; 1988;     8
      77;     7898;SC   ;CO     ;   1087;   0.5;  0.5; 1991;     8
      79;     1342;SC   ;EV     ;   1342;  -0.1; -0.1; 1973;     9
      79;     3651;SC   ;CO     ;   2309;   0.5;  0.5; 1979;    12
      79;     9525;SR   ;CO     ;   5874;  -0.7; -0.7; 1996;     1
      80;      973;SR   ;CO     ;    973;   1.2;  1.3; 1972;     9
      80;     9608;SC   ;EV     ;   8635;  -0.2; -0.2; 1997;     5
      81;     2555;SR   ;EV     ;   2555;   0.2;  0.2; 1977;     8
      81;     8731;SC   ;CO     ;   6176;   1.5;  1.5; 1994;    10
      82;     1178;UR   ;EV     ;   1178;   0.1;  0.1; 1973;     3
      82;     1210;SR   ;CO     ;     32;  -1.0; -1.0; 1973;     4
      82;    10114;SR   ;EV     ;   8904;   0.1;  0.1; 1998;     6
      82;    13148;SR   ;EV     ;   3034;  -0.1; -0.1; 2008;     3
      83;     4337;SC   ;CO     ;   4337;   0.5;  0.5; 1982;     7
      83;     4607;SR   ;CO     ;    270;  -1.2; -1.2; 1983;     5
      83;     5699;SR   ;EV     ;   1092;   0.8;  0.8; 1987;     4
      83;     5966;SR   ;CO     ;    267;  -0.7; -0.8; 1988;     1
      83;     7902;UR   ;EV     ;   1936;  -0.4; -0.4; 1993;     6
      83;     8822;SR   ;CO     ;    920;   0.8;  0.8; 1996;     2
      84;     6233;SR   ;EV     ;   6233;  -0.1; -0.1; 1987;     1
      85;     2717;UR   ;EV     ;   2717;  -0.5; -0.5; 1977;     6
      85;     5294;SR   ;EV     ;   2577;   0.4;  0.4; 1984;     7
      86;     3015;UR   ;EV     ;   3015;   0.1;  0.1; 1978;     4
      86;     5831;SR   ;EV     ;   2816;  -0.2; -0.2; 1986;     2
      86;     6004;SR   ;EV     ;    173;   0.2;  0.2; 1986;     8
      86;     8255;SC   ;CO     ;   2251;  -0.7; -0.8; 1992;    11
      86;    12319;SR   ;EV     ;   4064;  -0.1; -0.1; 2004;     4
      87;     4303;SC   ;EV     ;   4303;   0.3;  0.2; 1981;    12
      87;     6289;SC   ;EV     ;   1986;  -0.2; -0.2; 1988;     1
      87;    11182;SR   ;EV     ;   4893;  -0.1; -0.1; 2001;     9
      87;    11645;SR   ;EV     ;    463;   0.1;  0.1; 2002;    12
      88;     4830;UR   ;CO     ;   4830;   0.1;  0.0; 1983;     4
      88;     9993;UR   ;CO     ;   5163;   0.1;  0.1; 1997;     7
      88;    12088;SC   ;EV     ;   2095;   0.1;  0.1; 2003;     5
      89;     7895;SR   ;CO     ;   7895;  -0.5; -0.5; 1995;     1
      90;      601;SR   ;CO     ;    601;  -0.7; -0.7; 1971;     8
      90;     1016;SR   ;CO     ;    415;  -0.3; -0.3; 1972;    10
      90;     2824;SR   ;EV     ;   1808;  -0.2; -0.2; 1977;    10
      90;     5310;SR   ;EV     ;   2486;   0.2;  0.2; 1984;     9
      90;    10339;SC   ;EV     ;   5029;  -0.1; -0.1; 1999;     3
      90;    10403;UR   ;CO     ;     64;   0.0;  0.1; 1999;     5
      90;    10753;SC   ;EV     ;    350;   0.1;  0.1; 2000;     5
      90;    14234;UR   ;CO     ;   3481;   0.1;  0.1; 2009;    12
      91;     6572;UR   ;EV     ;   6572;  -0.6; -0.7; 1988;     2
      91;     6902;SR   ;EV     ;    330;   0.6;  0.6; 1988;    12
      92;     1434;SR   ;CO     ;   1434;  -0.2; -0.2; 1973;    12
      92;     3401;SC   ;EV     ;   1967;   0.2;  0.2; 1979;     4
      92;     8930;SR   ;EV     ;   5529;   0.0;  0.1; 1994;     6
      92;    13248;SC   ;CO     ;   4318;  -0.8; -0.8; 2006;     4
      93;      135;UR   ;CO     ;    135;   0.2;  0.1; 1970;     5
      93;     8638;SC   ;EV     ;   8503;  -0.2; -0.1; 1995;     1
      93;     9196;SR   ;CO     ;    558;  -0.6; -0.6; 1996;     8
      93;     9647;SC   ;EV     ;    451;  -0.2; -0.1; 1997;    11
      94;      957;SC   ;EV     ;    957;  -0.4; -0.2; 1972;     8
      94;     5999;UR   ;CO     ;   5042;   0.1;  0.1; 1987;     4
      94;     9868;UR   ;CO     ;   3869;   0.1;  0.1; 1998;     3
      94;    13174;SC   ;EV     ;   3306;  -0.1; -0.1; 2007;    11
      95;     1188;SC   ;EV     ;   1188;   0.2;  0.1; 1973;     5
      96;     8661;SC   ;EV     ;   8661;  -0.1; -0.1; 1995;    12
      96;    10774;SC   ;EV     ;   2113;  -0.2; -0.1; 2001;    10
      97;     7443;SR   ;EV     ;   7443;   0.1;  0.1; 1990;     8
      98;     8820;SR   ;CO     ;   8820;  -0.7; -0.7; 1994;     5
      99;     3806;UR   ;EV     ;   3806;   0.4;  0.4; 1980;     6
      99;     7379;SR   ;EV     ;   3573;   0.1;  0.1; 1990;     7
      99;     8652;SR   ;EV     ;   1273;  -0.1; -0.1; 1994;     5
      99;     9020;SR   ;EV     ;    368;   0.1;  0.1; 1995;    10
      99;    12764;SC   ;EV     ;   3744;  -0.1; -0.1; 2009;    10
     100;      793;SR   ;EV     ;    793;   0.5;  0.5; 1972;     3
     100;      936;SR   ;EV     ;    143;  -0.5; -0.5; 1972;     7
     100;     3662;SR   ;EV     ;   2726;   0.6;  0.6; 1980;     1
     100;     5912;UR   ;EV     ;   2250;  -0.3; -0.3; 1986;     5
     100;    11603;SC   ;EV     ;   5691;  -0.1; -0.1; 2002;     5
     101;      102;SC   ;EV     ;    102;  -0.1; -0.2; 1970;     4
     101;     5483;UR   ;EV     ;   5381;  -0.3; -0.3; 1985;     4
     102;      596;SC   ;EV     ;    596;  -0.2; -0.1; 1971;     8
     102;     5493;SR   ;EV     ;   4897;   1.2;  1.2; 1985;     1
     102;     7995;UR   ;EV     ;   2502;   0.2;  0.2; 1991;    12
     103;     3286;SC   ;CO     ;   3286;   1.2;  1.2; 1979;    10
     103;     4342;SC   ;CO     ;   1056;   1.0;  1.1; 1982;    12
     103;     4502;SR   ;EV     ;    160;  -0.1; -0.1; 1985;    10
     103;     7221;SR   ;EV     ;   2719;   0.2;  0.1; 1993;     9
     103;    10801;UR   ;CO     ;   3580;   0.1;  0.1; 2004;     5
     104;     4945;SR   ;CO     ;   4945;   0.7;  0.8; 1983;     8
     104;     6246;SR   ;EV     ;   1301;  -0.3; -0.4; 1987;     3
     104;     8694;SC   ;CO     ;   2448;   1.2;  1.3; 1993;    11
     104;     9054;UR   ;EV     ;    360;   0.3;  0.3; 1994;    11
     104;    12177;SR   ;CO     ;   3123;   0.5;  0.5; 2003;     7
     105;     1114;SR   ;EV     ;   1114;   0.0; -0.1; 1973;     5
     105;     3179;SR   ;EV     ;   2065;  -0.1; -0.1; 1980;     3
     105;    12915;SC   ;EV     ;   9736;   0.2;  0.2; 2007;     7
     105;    14513;UR   ;CO     ;   1598;      ;     ; 2011;    12
     106;     9220;SC   ;EV     ;   9220;  -0.1;  0.0; 1998;     7
     107;      685;SR   ;EV     ;    685;   0.3;  0.3; 1971;    12
     107;     3637;UR   ;EV     ;   2952;   0.7;  0.7; 1982;     2
     107;     7795;SR   ;EV     ;   4158;  -0.3; -0.3; 1993;    12
     107;     9616;SR   ;CO     ;   1821;   1.3;  1.3; 1999;     1
     107;    11847;SC   ;CO     ;   2231;   0.2;  0.2; 2005;     4
     108;      432;SR   ;EV     ;    432;   0.1;  0.0; 1971;     3
     108;     3306;SC   ;CO     ;   2874;  -1.6; -1.5; 1979;     3
     109;     2091;UR   ;EV     ;   2091;   0.2;  0.2; 1975;     9
     109;     7570;SC   ;EV     ;   5479;   0.0;  0.0; 1990;     9
     109;     9839;SC   ;EV     ;   2269;   0.2;  0.1; 1996;    12
     109;    13325;SC   ;EV     ;   3486;  -0.1;  0.0; 2006;     7
     110;     1497;UR   ;EV     ;   1497;   0.6;  0.6; 1974;     2
     110;     1998;SR   ;EV     ;    501;  -0.1; -0.2; 1975;     6
     110;     7065;UR   ;EV     ;   5067;   0.0;  0.1; 1989;     5
     110;    13541;SC   ;EV     ;   6476;  -0.2; -0.2; 2007;     2
     111;    13825;SC   ;EV     ;  13825;   0.2;  0.1; 2008;    12
     112;    13675;SC   ;EV     ;  13675;   0.1;  0.1; 2008;     5
     114;     1016;SR   ;EV     ;   1016;   0.5;  0.5; 1974;     5
     114;     4319;UR   ;EV     ;   3303;  -0.2; -0.2; 1984;     2
     115;     6468;SR   ;CO     ;   6468;  -0.7; -0.7; 1987;     9
     116;      526;SC   ;EV     ;    526;   0.1;  0.1; 1971;     7
     116;     3917;SC   ;CO     ;   3391;   1.5;  1.5; 1981;     2
     116;     5563;SR   ;CO     ;   1646;  -0.2; -0.2; 1985;     9
     116;     7113;SR   ;EV     ;   1550;   0.7;  0.7; 1989;    12
     117;      151;SC   ;CO     ;    151;  -0.8; -0.8; 1970;     6
     117;     5900;SR   ;EV     ;   5749;  -1.7; -1.7; 1987;     3
     117;     8157;UR   ;EV     ;   2257;  -0.4; -0.4; 1993;     8
     118;     3674;SR   ;CO     ;   3674;   0.8;  0.7; 1980;     3
     118;     6573;SR   ;EV     ;   2899;   0.1;  0.1; 1988;     5
     118;     9569;SR   ;EV     ;   2996;  -0.3; -0.3; 1996;    10
     118;    12324;SC   ;EV     ;   2755;   0.2;  0.2; 2004;     7
     119;     1133;UR   ;EV     ;   1133;  -0.1;  0.0; 1973;     2
     119;     1564;SR   ;CO     ;    431;  -1.0; -1.0; 1974;     6
     119;     5123;SR   ;EV     ;   3559;  -0.2; -0.2; 1984;     4
     119;     5536;UR   ;EV     ;    413;   0.0;  0.1; 1985;     6
     119;     7033;SC   ;EV     ;   1497;   0.1;  0.0; 1990;     6
     120;     1659;SC   ;EV     ;   1659;  -0.2; -0.2; 1975;     2
     120;     3527;UR   ;CO     ;   1868;   0.0;  0.1; 1980;     4
     120;     4308;SC   ;EV     ;    781;  -0.1; -0.1; 1982;     6
     120;     6178;SC   ;EV     ;   1870;   0.3;  0.3; 1987;     8
     120;    10575;UR   ;CO     ;   4397;   0.2;  0.2; 1999;    10
     120;    12693;SC   ;CO     ;   2118;  -0.5; -0.5; 2005;    10
     121;     4850;SC   ;CO     ;   4850;  -0.5; -0.5; 1983;     7
     121;     5349;SR   ;CO     ;    499;  -1.2; -1.2; 1984;    12
     122;     2562;SC   ;EV     ;   2562;  -0.2; -0.1; 1977;     2
     122;     2969;SR   ;EV     ;    407;   0.4;  0.4; 1978;     4
     122;     4135;SC   ;EV     ;   1166;  -0.1; -0.2; 1981;     6
     122;     4155;SR   ;EV     ;     20;  -0.2; -0.2; 1981;     7
     122;     7789;SR   ;CO     ;   3634;   0.8;  0.8; 1991;    10
     122;     9559;SC   ;CO     ;   1770;  -0.3; -0.3; 1997;     2
     122;    10467;UR   ;CO     ;    908;   0.1;  0.1; 2000;     2
     122;    13338;UR   ;CO     ;   2871;      ;     ; 2011;    12
