 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
      32;    10859;SC   ;EV     ;   8873;  -0.1; -0.1; 2003;     5
      33;    11775;SC   ;CO     ;  11775;  -1.5; -1.5; 2003;    11
      34;     3526;SC   ;EV     ;   3526;  -0.2; -0.1; 1979;     8
      34;     6605;UR   ;EV     ;   3079;  -0.6; -0.6; 1988;     2
      35;     3837;SC   ;EV     ;   3837;  -0.1; -0.1; 1980;    12
      35;    10842;SC   ;EV     ;   7005;   0.1;  0.1; 2001;     2
      35;    11693;SR   ;CO     ;    851;   1.0;  1.0; 2006;    12
      36;     9288;SC   ;CO     ;   9288;   1.3;  1.3; 1995;    12
      37;     5587;SC   ;CO     ;   5587;   1.5;  1.5; 1986;     1
      37;     5644;UR   ;EV     ;     57;  -0.3; -0.3; 1986;     3
      38;      218;SR   ;EV     ;    218;   0.0; -0.1; 1970;     8
      38;     6527;SR   ;CO     ;   6309;  -0.2; -0.2; 1988;    10
      39;     2524;SR   ;EV     ;   2524;   0.1;  0.1; 1977;     4
      39;     6549;SC   ;CO     ;   4025;  -0.7; -0.7; 1989;     3
      39;     8214;UR   ;CO     ;   1665;   0.0;  0.1; 1993;    11
      39;    10091;SR   ;EV     ;   1877;   0.2;  0.1; 1999;     1
      39;    12205;SC   ;CO     ;   2114;  -1.5; -1.5; 2006;     4
      39;    12371;SC   ;EV     ;    166;  -0.2; -0.1; 2006;    12
      40;     4074;SR   ;CO     ;   4074;  -0.8; -0.7; 1982;     2
      40;    10328;UR   ;EV     ;   6254;  -0.2; -0.2; 2000;    10
      40;    10456;SC   ;CO     ;    128;   0.8;  0.8; 2001;     3
      40;    14113;UR   ;EV     ;   3657;      ;     ; 2011;    12
      41;     2306;SC   ;EV     ;   2306;   0.1;  0.1; 1976;     4
      41;     3566;SR   ;EV     ;   1260;   0.2;  0.1; 1979;    10
      41;     5533;SC   ;EV     ;   1967;  -0.2; -0.1; 1986;     5
      41;     7821;SR   ;CO     ;   2288;  -0.5; -0.5; 1993;     2
      41;    10962;UR   ;EV     ;   3141;   0.1;  0.1; 2001;    11
      42;     9431;UR   ;EV     ;   9431;  -0.7; -0.7; 1996;     1
      42;    10730;SR   ;CO     ;   1299;   1.3;  1.3; 1999;     8
      43;    13469;SC   ;CO     ;  13469;  -1.2; -1.2; 2008;    12
      44;       26;SR   ;CO     ;     26;   0.8;  0.8; 1970;     1
      44;     1270;SR   ;EV     ;   1244;   0.1;  0.0; 1973;     7
      44;     7624;SR   ;CO     ;   6354;   1.0;  1.0; 1991;     9
      44;    10497;SC   ;CO     ;   2873;   0.8;  0.8; 2000;     3
      45;     2837;UR   ;EV     ;   2837;   0.1;  0.2; 1977;    12
      45;     4061;SC   ;CO     ;   1224;  -0.2; -0.3; 1983;     8
      45;    11682;SC   ;EV     ;   7621;   0.1;  0.1; 2005;    12
      46;     2155;SR   ;EV     ;   2155;   0.0; -0.1; 1976;     3
      46;     7668;SC   ;EV     ;   5513;   0.1;  0.1; 1992;     5
      47;     1186;SR   ;EV     ;   1186;   0.1;  0.1; 1973;     4
      47;     1899;SC   ;EV     ;    713;  -0.1; -0.1; 1975;    12
      47;     3330;UR   ;CO     ;   1431;   0.1;  0.1; 1982;     2
      47;    10390;UR   ;CO     ;   7060;   0.1;  0.1; 2001;    12
      49;     3411;SC   ;EV     ;   3411;  -0.1;  0.0; 1979;    10
      50;     3007;SC   ;EV     ;   3007;  -0.2; -0.1; 1978;     5
      51;     6594;SC   ;EV     ;   6594;   0.1;  0.1; 1989;     7
      53;    13763;SC   ;EV     ;  13763;   0.1;  0.1; 2008;     1
      54;     3295;SR   ;CO     ;   3295;  -1.0; -1.0; 1979;     3
      54;     3950;SR   ;EV     ;    655;   0.4;  0.2; 1981;     1
      54;     4198;SC   ;EV     ;    248;  -0.3; -0.2; 1981;     9
      54;     5432;SC   ;EV     ;   1234;  -0.1;  0.0; 1985;     3
      54;     6624;UR   ;EV     ;   1192;  -0.4; -0.4; 1988;     8
      54;     7685;SC   ;CO     ;   1061;   1.0;  1.0; 1991;     7
      54;     9425;SR   ;CO     ;   1740;  -0.2; -0.2; 1996;     7
      55;     1287;SC   ;EV     ;   1287;   0.1;  0.1; 1973;     7
      56;     2813;SR   ;CO     ;   2813;  -0.3; -0.3; 1977;    10
      56;     5445;SR   ;CO     ;   2632;  -1.2; -1.2; 1985;     3
      56;     7725;UR   ;EV     ;   2280;   0.1;  0.2; 1991;     6
      56;     7945;SC   ;EV     ;    220;  -0.1; -0.1; 1992;     1
      56;    11300;SR   ;CO     ;   3355;  -1.2; -1.2; 2001;     4
      56;    14140;SR   ;CO     ;   2840;  -1.5; -1.5; 2009;     5
      57;     2321;UR   ;EV     ;   2321;  -0.3; -0.3; 1976;     8
      57;     3287;SC   ;EV     ;    966;  -0.2; -0.1; 1979;     4
      57;     5240;SR   ;EV     ;   1953;   0.2;  0.2; 1985;     1
      57;     8417;SC   ;EV     ;   3177;  -0.1; -0.1; 1996;     3
      58;     2473;SC   ;CO     ;   2473;   1.0;  1.0; 1976;    11
      59;     1462;SR   ;CO     ;   1462;  -0.5; -0.5; 1974;     8
      59;     6322;UR   ;CO     ;   4860;   0.2;  0.2; 1989;     6
      59;     7960;SC   ;EV     ;   1638;   0.3;  0.3; 1993;    12
      59;    10438;SR   ;CO     ;   2478;   2.0;  2.0; 2000;     9
      59;    12567;UR   ;CO     ;   2129;   0.2;  0.2; 2006;     9
      60;     5909;SR   ;CO     ;   5909;  -0.5; -0.5; 1988;    12
      60;     7582;SC   ;EV     ;   1673;   0.1;  0.1; 1993;     8
      61;     4670;SC   ;EV     ;   4670;   0.1;  0.0; 1983;     6
      61;     9147;UR   ;EV     ;   4477;  -0.2; -0.1; 1996;    10
      62;     1515;SC   ;EV     ;   1515;   0.1;  0.1; 1974;     2
      62;     4931;SC   ;CO     ;   3416;  -0.2; -0.3; 1984;     8
      62;     6450;SR   ;EV     ;   1519;   0.0;  0.0; 1989;    10
      63;     2799;SC   ;EV     ;   2799;  -0.1; -0.1; 1980;    10
      63;     3799;SC   ;EV     ;   1000;   0.1;  0.1; 1983;     9
      63;    10093;UR   ;CO     ;   6294;   0.1;  0.0; 2002;     1
      63;    12851;UR   ;CO     ;   2758;      ;     ; 2011;    12
      64;     3136;SC   ;EV     ;   3136;   0.1;  0.0; 1980;    10
      64;     3982;SC   ;EV     ;    846;  -0.2; -0.1; 1983;     5
      64;     6115;UR   ;EV     ;   2133;  -0.1; -0.1; 1989;    10
      65;     4118;SR   ;CO     ;   4118;   0.7;  0.7; 1981;     7
      66;     6147;UR   ;EV     ;   6147;   0.1;  0.1; 1989;     5
      67;      405;SR   ;CO     ;    405;   1.0;  1.0; 1971;     2
      67;     8440;SC   ;EV     ;   8035;  -0.2; -0.1; 1993;    10
      68;     1101;SR   ;CO     ;   1101;   0.7;  0.7; 1973;     1
      68;     1631;SR   ;EV     ;    530;   0.1;  0.0; 1974;     6
      68;     9694;SR   ;EV     ;   8063;  -0.1;  0.0; 1996;    12
      69;      251;UR   ;EV     ;    251;  -0.3; -0.2; 1970;     9
      69;     8526;SC   ;EV     ;   8275;  -0.3; -0.1; 1993;     8
      69;    10834;SC   ;EV     ;   2308;  -0.1; -0.1; 2000;     4
      70;     7661;SC   ;EV     ;   7661;  -0.1;  0.0; 1992;     8
      71;     3607;SR   ;EV     ;   3607;   0.1;  0.0; 1982;     1
      72;    10554;SC   ;CO     ;  10554;   0.2;  0.2; 1998;    12
      73;     6567;SC   ;EV     ;   6567;   0.1;  0.0; 1988;     3
      73;    12930;SR   ;CO     ;   6363;  -1.2; -1.2; 2006;     5
      74;     2956;SC   ;CO     ;   2956;   1.0;  1.0; 1978;     2
      74;     3851;SC   ;EV     ;    895;   0.1;  0.1; 1980;     8
      74;     7378;SR   ;EV     ;   3527;   0.0;  0.0; 1990;     9
      75;      548;SC   ;CO     ;    548;  -1.3; -1.3; 1971;     7
      75;     3085;UR   ;EV     ;   2537;  -0.2; -0.2; 1978;     8
      75;     5212;SC   ;EV     ;   2127;   0.1;  0.1; 1984;     7
      75;     5847;SC   ;CO     ;    635;  -1.0; -1.0; 1986;     4
      75;    10777;SC   ;EV     ;   4930;   0.1;  0.1; 2000;     3
      78;      520;SC   ;EV     ;    520;   0.1;  0.0; 1971;     6
      78;     2818;UR   ;EV     ;   2298;  -0.5; -0.5; 1977;    11
      78;     2982;SR   ;CO     ;    164;  -0.2; -0.2; 1978;     4
      79;     5248;SC   ;EV     ;   5248;   0.1;  0.2; 1986;     1
      79;     5273;UR   ;EV     ;     25;  -0.1; -0.2; 1986;     2
      79;     7100;SC   ;EV     ;   1827;  -0.1; -0.1; 1991;     6
      80;     2513;SR   ;CO     ;   2513;   1.2;  1.2; 1976;    12
      80;    10186;SR   ;CO     ;   7673;   1.3;  1.3; 1997;    12
      81;     3587;UR   ;EV     ;   3587;   0.2;  0.2; 1979;    10
      81;     3697;SR   ;EV     ;    110;   0.1;  0.1; 1980;     2
      82;     5048;SR   ;EV     ;   5048;   0.1;  0.0; 1983;    11
      82;     9935;UR   ;CO     ;   4887;   0.1;  0.1; 1997;     4
      82;    15039;UR   ;CO     ;   5104;      ;     ; 2011;    11
      83;     7500;SR   ;CO     ;   7500;   1.3;  1.3; 1991;     1
      84;     6721;SC   ;EV     ;   6721;   0.1;  0.1; 1989;     3
      84;     9563;SR   ;CO     ;   2842;  -0.2; -0.2; 1997;     7
      84;    12203;SR   ;CO     ;   2640;   0.7;  0.7; 2007;    11
      85;     2150;SR   ;EV     ;   2150;   0.2;  0.2; 1975;    11
      85;     3492;SC   ;EV     ;   1342;  -0.2; -0.2; 1979;     8
      85;     4141;UR   ;EV     ;    649;   0.0;  0.1; 1981;     6
      85;     5029;SC   ;CO     ;    888;  -0.3; -0.3; 1983;    12
      86;     3020;SC   ;EV     ;   3020;  -0.2; -0.1; 1978;    12
      86;     6602;SR   ;EV     ;   3582;  -0.1; -0.1; 1989;    12
      86;     9768;SR   ;CO     ;   3166;   1.5;  1.5; 2002;     4
      86;    10384;SC   ;EV     ;    616;   0.1;  0.1; 2004;     2
      88;    11282;SC   ;EV     ;  11282;   0.1;  0.1; 2003;     7
      90;     3822;SC   ;CO     ;   3822;   1.5;  1.5; 1980;     6
      90;    11105;UR   ;EV     ;   7283;   0.1;  0.1; 2000;     6
      91;     3800;SC   ;EV     ;   3800;  -0.1;  0.0; 1982;     9
      91;     8529;SC   ;CO     ;   4729;   1.4;  1.3; 1996;     3
      91;    11517;UR   ;CO     ;   2988;   0.1;  0.1; 2005;     2
      92;     1802;SR   ;EV     ;   1802;  -0.1;  0.0; 1974;    12
      92;    11474;UR   ;EV     ;   9672;  -0.3; -0.3; 2001;     5
      92;    12023;SC   ;EV     ;    549;   0.1;  0.1; 2002;    12
      93;     1484;SC   ;CO     ;   1484;   0.3;  0.3; 1974;     5
      94;     5814;SC   ;EV     ;   5814;  -0.2; -0.1; 1987;    12
      95;      319;SC   ;EV     ;    319;  -0.1;  0.0; 1970;    11
      95;     2065;SR   ;CO     ;   1746;  -0.8; -0.8; 1975;     8
      95;     4600;SC   ;CO     ;   2535;   0.8;  0.8; 1982;     8
      95;    10203;UR   ;CO     ;   5603;   0.2;  0.2; 1997;    12
      95;    10364;SC   ;CO     ;    161;  -0.6; -0.6; 2001;     6
      95;    13599;UR   ;CO     ;   3235;      ;     ; 2011;    12
      97;     2216;UR   ;EV     ;   2216;   0.2;  0.2; 1976;     4
      97;     5577;SC   ;CO     ;   3361;  -0.5; -0.5; 1986;     4
      98;    10653;SC   ;CO     ;  10653;   1.0;  1.0; 2003;    11
      99;     5700;UR   ;CO     ;   5700;   0.1;  0.0; 1985;    10
      99;    11893;SR   ;CO     ;   6193;   1.4;  1.4; 2002;    12
     100;      411;UR   ;EV     ;    411;  -0.2; -0.3; 1971;     2
     100;     1991;SC   ;CO     ;   1580;   0.8;  0.8; 1975;     6
     100;     3436;SR   ;CO     ;   1445;   0.2;  0.2; 1979;     5
     100;     6240;SR   ;CO     ;   2804;  -1.2; -1.2; 1987;     2
     100;    11958;SC   ;CO     ;   5718;  -0.7; -0.8; 2005;    12
     100;    12548;SC   ;CO     ;    590;   0.3;  0.3; 2008;     4
     101;    10635;SR   ;CO     ;  10635;   1.2;  1.2; 1999;    11
     101;    10915;SC   ;EV     ;    280;   0.1;  0.1; 2000;    10
     102;     3252;SC   ;CO     ;   3252;   0.7;  0.7; 1979;     3
     102;     8549;SC   ;EV     ;   5297;   0.1;  0.1; 1996;     2
     103;    11366;SC   ;CO     ;  11366;  -0.5; -0.5; 2004;     2
     104;    13172;SR   ;CO     ;  13172;   1.5;  1.5; 2006;    11
     105;     9777;UR   ;EV     ;   9777;  -0.1; -0.1; 2000;     7
     105;    12023;SC   ;CO     ;   2246;  -1.0; -1.0; 2007;     2
     106;     1442;UR   ;EV     ;   1442;   0.2;  0.2; 1975;     1
     106;     6885;UR   ;EV     ;   5443;   0.0; -0.1; 1991;     8
     106;    11570;SC   ;CO     ;   4685;   0.8;  0.8; 2006;     8
     107;     7879;SR   ;EV     ;   7879;   0.1;  0.1; 1994;    10
     109;     2873;UR   ;CO     ;   2873;   0.1;  0.1; 1977;    11
     109;     5081;SC   ;EV     ;   2208;   0.2;  0.2; 1983;    11
     109;     9923;UR   ;CO     ;   4842;   0.2;  0.2; 1997;     3
     109;    12574;SC   ;EV     ;   2651;   0.0;  0.0; 2004;     6
     110;      331;SR   ;CO     ;    331;   0.3;  0.2; 1970;    12
     110;     4731;SR   ;EV     ;   4400;  -0.1; -0.1; 1983;     7
     110;    11608;SC   ;EV     ;   6877;   0.1;  0.1; 2003;     2
     113;      646;SC   ;EV     ;    646;   0.1;  0.0; 1971;    10
     113;     2583;UR   ;CO     ;   1937;   0.0;  0.1; 1977;     2
     113;     5230;SC   ;EV     ;   2647;   0.1;  0.1; 1984;     7
     114;     3134;SR   ;CO     ;   3134;  -1.3; -1.3; 1978;    11
     114;     6022;SC   ;EV     ;   2888;   0.1;  0.1; 1987;    11
     115;     3307;SC   ;CO     ;   3307;   0.3;  0.2; 1979;     5
     115;     3771;SC   ;EV     ;    464;  -0.1;  0.0; 1981;     2
     115;     5884;SC   ;EV     ;   2113;  -0.2; -0.1; 1987;     6
     115;     8345;SR   ;EV     ;   2461;   0.2;  0.1; 1995;     8
     115;     9723;SC   ;EV     ;   1378;  -0.2; -0.1; 1999;    11
     115;     9752;UR   ;EV     ;     29;  -0.2; -0.2; 1999;    12
     115;    13018;UR   ;EV     ;   3266;      ;     ; 2011;    12
     116;     5083;SR   ;EV     ;   5083;   0.1;  0.1; 1985;    10
     116;     8976;UR   ;CO     ;   3893;   0.1;  0.1; 1997;     3
     116;    12619;SR   ;CO     ;   3643;   1.2;  1.2; 2008;     2
     117;      262;SR   ;EV     ;    262;   0.5;  0.3; 1970;    10
     117;     2017;SC   ;CO     ;   1755;   1.5;  1.5; 1975;    11
     117;     5230;SC   ;EV     ;   3213;  -0.3; -0.2; 1985;     3
     117;     8063;UR   ;EV     ;   2833;  -0.2; -0.1; 1994;     7
     117;    12133;SC   ;EV     ;   4070;  -0.1; -0.1; 2006;     1
     118;     4836;SR   ;EV     ;   4836;  -0.1;  0.0; 1984;     2
     118;     4962;UR   ;CO     ;    126;   0.5;  0.5; 1984;     7
     118;     9295;SC   ;EV     ;   4333;   0.7;  0.7; 1997;    12
     118;    10209;UR   ;CO     ;    914;   0.1;  0.1; 2000;    10
     118;    10757;SR   ;EV     ;    548;   0.0;  0.1; 2002;     5
     118;    12472;SC   ;EV     ;   1715;  -0.1; -0.1; 2007;    11
     119;     4202;SR   ;EV     ;   4202;   0.2;  0.1; 1981;     7
     119;    10407;SC   ;EV     ;   6205;  -0.2; -0.1; 1999;     7
     119;    10725;UR   ;CO     ;    318;   0.4;  0.4; 2000;     6
     119;    14543;UR   ;CO     ;   3818;      ;     ; 2011;    12
     120;     1909;SC   ;EV     ;   1909;   0.1;  0.1; 1979;     4
     120;     3366;SC   ;EV     ;   1457;  -0.3; -0.1; 1983;     4
     120;     9683;SC   ;EV     ;   6317;  -0.1; -0.1; 2000;     8
     121;     5817;SR   ;EV     ;   5817;  -0.1; -0.1; 1986;     4
     121;     5962;SC   ;CO     ;    145;   0.7;  0.7; 1986;     9
     121;     6725;SR   ;CO     ;    763;   1.3;  1.3; 1988;    10
     121;     7156;SC   ;EV     ;    431;   0.1;  0.1; 1989;    12
     122;     5851;SR   ;CO     ;   5851;  -0.5; -0.5; 1986;     8
     123;     5495;UR   ;CO     ;   5495;   0.1;  0.1; 1985;     5
     123;     9526;SR   ;CO     ;   4031;   1.6;  1.6; 1996;     7
     123;    12690;SR   ;CO     ;   3164;   1.5;  1.5; 2005;    10
     124;    12258;SC   ;EV     ;  12258;  -0.1; -0.1; 2004;     7
     124;    13288;SR   ;CO     ;   1030;   1.0;  1.0; 2007;     5
     125;      266;UR   ;CO     ;    266;   0.1;  0.1; 1970;     9
     125;     1711;SR   ;EV     ;   1445;   0.1;  0.1; 1975;     4
     125;     3416;SR   ;EV     ;   1705;   0.2;  0.2; 1980;     5
     125;     5693;UR   ;CO     ;   2277;   0.1;  0.1; 1986;    11
     126;     6424;UR   ;CO     ;   6424;   0.1;  0.1; 1987;     8
     126;     9564;SR   ;EV     ;   3140;   0.2;  0.3; 1996;     3
     126;    12292;UR   ;CO     ;   2728;   0.1;  0.1; 2003;     8
     127;     4385;SR   ;CO     ;   4385;  -1.5; -1.5; 1982;     7
     127;     9585;SC   ;EV     ;   5200;   0.1;  0.0; 1997;     8
     127;    10187;SC   ;EV     ;    602;   0.0;  0.1; 1999;     5
     127;    13093;SR   ;CO     ;   2906;  -0.8; -0.8; 2007;    11
     128;     4950;UR   ;EV     ;   4950;   0.0;  0.1; 1983;    12
     128;    13237;SR   ;CO     ;   8287;   0.2;  0.2; 2008;     5
     130;     4421;UR   ;CO     ;   4421;   0.1;  0.1; 1982;     3
     130;     4851;SC   ;EV     ;    430;  -0.1; -0.1; 1983;     6
     131;     4289;SR   ;EV     ;   4289;  -0.1; -0.1; 1982;     6
     131;     7926;UR   ;EV     ;   3637;  -0.2; -0.1; 1992;    10
     131;    10154;SC   ;EV     ;   2228;   0.2;  0.1; 1999;     2
     132;     1660;SC   ;EV     ;   1660;  -0.2; -0.1; 1975;     7
     132;     4432;SC   ;CO     ;   2772;   1.5;  1.5; 1983;     3
     132;     9519;UR   ;EV     ;   5087;  -0.5; -0.5; 1998;     4
     133;     6403;UR   ;EV     ;   6403;  -0.3; -0.3; 1988;     4
     133;     6609;SR   ;CO     ;    206;   1.2;  1.2; 1988;    11
     133;     6886;SC   ;EV     ;    277;   0.1;  0.1; 1989;     8
     133;     6936;SC   ;CO     ;     50;   1.0;  1.1; 1989;    10
     133;    10082;SC   ;CO     ;   3146;   0.3;  0.2; 1999;     3
     133;    11753;SC   ;EV     ;   1671;   0.1;  0.1; 2004;     1
     134;     8568;SC   ;EV     ;   8568;   0.1;  0.1; 1993;    10
     134;    11145;SC   ;EV     ;   2577;   0.2;  0.1; 2000;    11
     134;    11252;SC   ;EV     ;    107;  -0.2; -0.1; 2003;     7
     135;     1010;SR   ;CO     ;   1010;  -1.0; -1.1; 1972;    10
     135;    10085;SR   ;CO     ;   9075;  -0.7; -0.7; 1997;    10
     136;     3093;SC   ;EV     ;   3093;   0.1;  0.0; 1978;     8
     136;     6297;UR   ;EV     ;   3204;  -0.2; -0.2; 1987;     9
     136;     7660;SC   ;EV     ;   1363;  -0.1;  0.0; 1991;     9
     137;     3003;SC   ;EV     ;   3003;  -0.1; -0.1; 1978;     6
     137;    13185;SC   ;CO     ;  10182;  -1.5; -1.5; 2008;     3
     138;     3698;SC   ;EV     ;   3698;  -0.1; -0.1; 1980;     7
     138;     7059;UR   ;EV     ;   3361;  -0.1; -0.1; 1990;     3
     139;      682;SR   ;EV     ;    682;   0.0;  0.1; 1971;    11
     139;     4710;UR   ;CO     ;   4028;   0.1;  0.0; 1982;    12
     139;     5151;SC   ;EV     ;    441;   0.1;  0.1; 1984;     3
     142;     3807;SR   ;CO     ;   3807;   1.3;  1.3; 1980;     8
     143;     1381;SR   ;EV     ;   1381;   0.0;  0.1; 1973;    10
     143;     1903;SR   ;CO     ;    522;  -1.0; -1.0; 1975;     4
     143;     2550;SR   ;EV     ;    647;   0.0; -0.1; 1977;     2
     143;     6720;UR   ;EV     ;   4170;   0.2;  0.2; 1988;    10
     143;     9401;SR   ;EV     ;   2681;   0.1;  0.1; 1996;     5
     145;     3773;UR   ;EV     ;   3773;   0.1;  0.1; 1985;     1
     146;     6507;SC   ;CO     ;   6507;  -1.0; -1.0; 1987;    10
     146;    10444;UR   ;EV     ;   3937;   0.2;  0.2; 2001;    10
     146;    14182;UR   ;EV     ;   3738;      ;     ; 2011;    12
     147;     1315;SR   ;CO     ;   1315;   1.3;  1.3; 1973;     8
     148;     4003;SC   ;EV     ;   4003;  -0.4; -0.2; 1981;     2
     148;     5351;SC   ;EV     ;   1348;  -0.2; -0.1; 1984;    10
     148;    12849;SR   ;CO     ;   7498;  -1.2; -1.2; 2005;    10
     148;    15122;UR   ;CO     ;   2273;      ;     ; 2011;    12
     149;     3147;SC   ;CO     ;   3147;  -0.7; -0.7; 1980;     4
